propertyId,primaryPropertyType,secondaryPropertyType,primaryCategory,address,state,locarea,suburb,postcode,suburbId,price,price_adjusted,buildingsize,landsize,bedrooms,bathrooms,parking,medianPrice,propertyFeatures
,House,Villa,Sold,"2/26 Marlow Avenue, DENISTONE NSW 2114",NSW,northern_suburbs,Denistone,2114,13602,Price Withheld,$0 ,0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Secure Parking, Terrace-Balcony, abundance of natural light, close to station, lock up garage"
,Apartment,Apartment / Unit / Flat,Sold,"12/240-242 Targo Road, Toongabbie NSW 2146",NSW,western_sydney,Toongabbie,2146,43382,"$470,000 ","$470,000 ",0,0,2,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Gas Cooktop and lino with wooden floorboard pattern - looks real"
XT-4491-WA,Apartment,Apartment / Unit / Flat,Sold,"10/2 Philip Street, STRATHFIELD NSW 2135",NSW,inner_west,Strathfield,2135,40782,"$485,000 ","$485,000 ",0,0,1,1,1,0K,"Air Conditioning, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony"
JB-4839-KH,Apartment,Apartment / Unit / Flat,Sold,"14/278 Sussex Street, SYDNEY NSW 2000",NSW,sydney_city,Sydney,2000,41352,"$555,000 ","$555,000 ",0,0,2,1,1,0K,
OM-9401-DD,Apartment,Apartment / Unit / Flat,Sold,"370/298 Sussex Street, Sydney NSW 2000",NSW,sydney_city,Sydney,2000,41352,"$578,000 ","$578,000 ",0,0,1,1,1,0K,"Air conditioning,Balcony / Deck,Balcony / Patio / Terrace,Bath,Built in Wardrobes,City Views,Close to Schools,Close to Shops,Close to Transport,Concierge / Manager,Dishwasher,Gas,Gym,Indoor Spa,Intercom,Internal Laundry,Lift,Modern Bathroom,Modern Kitchen,Quiet Location,Secure parking,Spa,Swimming Pool,Views"
TM-2708-WV,House,Duplex,Sold,"7/19 Shortland Avenue , Lurnea NSW 2170",NSW,liverpool_fairfield,Lurnea,2170,26632,"$477,000 ","$477,000 ",0,0,2,1,1,0K,
DR-9698-ZR,Apartment,Apartment / Unit / Flat,Sold,"122/42 Roma Road, St Ives NSW 2075",NSW,north_shore_upper,St Ives,2075,40352,"$575,000 ","$575,000 ",0,0,2,2,1,0K,"Built in wardrobes,Ensuite,Facilities Including Heated Indoor Pool,Ground Floor Access With No Steps,Pets allowed,Private Position,Solid Full Brick Construction"
,Apartment,Apartment / Unit / Flat,Sold,"305/102-108 Liverpool Rd, Enfield NSW 2136",NSW,inner_west,Enfield,2136,15752,"$679,800 ","$679,800 ",0,0,2,2,1,0K,"Ensuite(s),Secure parking,Air conditioning,Floorboards,Ensuite,Alarm System,Intercom,Built in wardrobes,Internal Laundry"
GP-2752-AK,Apartment,Apartment / Unit / Flat,Sold,"19/410 Rocky Point Road, SANS SOUCI NSW 2219",NSW,st_george,Sans Souci,2219,38462,"$500,000 ","$500,000 ",0,0,2,2,1,0K,
,Apartment,Apartment / Unit / Flat,Sold,"2/67-69 Queens Road, Hurstville NSW 2220",NSW,st_george,Hurstville,2220,21712,"$670,000 ","$670,000 ",0,0,2,1,1,0K,
GK-5732-LK,Apartment,Apartment / Unit / Flat,Sold,"6/18-22 Victoria Street, BURWOOD NSW 2134",NSW,inner_west,Burwood,2134,7832,"$650,000 ","$650,000 ",0,0,1,1,1,0K,"Close to Schools, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony"
QQ-2429-VH,Apartment,Apartment / Unit / Flat,Sold,"2/39 Helen Street, LANE COVE NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,"$438,000 ","$438,000 ",0,0,2,1,1,0K,
BP-8052-EN,Apartment,Apartment / Unit / Flat,Sold,"10/69 Bradleys Head Rd, Mosman NSW 2088",NSW,north_shore_lower,Mosman,2088,30012,"$740,000 ","$740,000 ",102,0,2,2,1,0K,"Balcony / Patio / Terrace,Bath,Built in Wardrobes,Close to Schools,Close to Shops,Close to Transport,Ensuite(s),Intercom,Internal Laundry,Lift,Modern Bathroom,Modern Kitchen,Quiet Location,Secure parking,Spa,Swimming Pool"
JB-1758-ZY,Apartment,Apartment / Unit / Flat,Sold,"6/1 Trickett Road, WOOLOOWARE NSW 2230",NSW,sutherland,Woolooware,2230,49262,"$590,000 ","$590,000 ",113,0,2,1,2,0K,
UA-2324-DM,Apartment,Apartment / Unit / Flat,Sold,"17/6-8 Redmyre Road, STRATHFIELD NSW 2135",NSW,inner_west,Strathfield,2135,40782,"$428,000 ","$428,000 ",0,0,2,1,1,0K,
UV-6799-PB,Apartment,Apartment / Unit / Flat,Sold,"1/106 Elizabeth Street, Ashfield NSW 2131",NSW,inner_west,Ashfield,2131,1212,"$672,000 ","$672,000 ",0,0,2,2,1,0K,"Air Conditioning,Built-In Wardrobes,Close to Schools,Close to Shops,Close to Transport,Secure Parking,Terrace-Balcony"
CR-6770-OW,Apartment,Apartment / Unit / Flat,Sold,"5/5 Nicholson Street, CROWS NEST NSW 2065",NSW,north_shore_lower,Crows Nest,2065,12412,"$510,000 ","$510,000 ",0,0,2,1,1,0K,
A16832372,Apartment,Apartment / Unit / Flat,Sold,"5/51-53 The Crescent, Manly NSW 2095",NSW,northern_beaches,Manly,2095,27222,"$710,000 ","$710,000 ",0,squareMeter sqm,2,1,1,0K,
DJ-2877-HQ,Apartment,Apartment / Unit / Flat,Sold,"2/6 Sutherland Road, CHATSWOOD NSW 2067",NSW,north_shore_lower,Chatswood,2067,9782,"$515,000 ","$515,000 ",0,0,2,1,1,0K,
,House,Townhouse,Sold,"9/17 Lee Street, RANDWICK NSW 2031",NSW,eastern_suburbs,Randwick,2031,36632,"$778,000 ","$778,000 ",0,0,2,1,1,0K,
CJ-6606-HX,Apartment,Apartment / Unit / Flat,Sold,"6/14 Sellwood Street, BRIGHTON-LE-SANDS NSW 2216",NSW,st_george,Brighton-Le-Sands,2216,6332,"$475,000 ","$475,000 ",0,0,2,1,1,0K,"Close to Schools, Close to Shops, Close to Transport, Formal Lounge, Garden, Secure Parking, Separate Dining, Terrace-Balcony, Recently renovated throughout"
ZD-8115-ON,Apartment,Apartment / Unit / Flat,Sold,"12/6-10 Church Street, Willoughby NSW 2068",NSW,north_shore_lower,Willoughby,2068,48152,"$780,000 ","$780,000 ",0,0,2,1,1,0K,
EV-2277-ZA,Apartment,Apartment / Unit / Flat,Sold,"69/120 Cabramatta Road, CREMORNE NSW 2090",NSW,north_shore_lower,Cremorne,2090,12182,"$430,000 ","$430,000 ",0,0,1,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony"
SI-3806-XY,Apartment,Apartment / Unit / Flat,Sold,"634/4 Lachlan Street, Waterloo NSW 2017",NSW,eastern_suburbs,Waterloo,2017,46622,"$570,000 ","$570,000 ",0,0,2,2,1,0K,"Balcony / Patio / Terrace,Bath,Built in Wardrobes,Close to Schools,Close to Shops,Close to Transport,Concierge / Manager,Ensuite(s),Formal Lounge,Garden,Gas,Gym,Intercom,Internal Laundry,Lift,Modern Bathroom,Modern Kitchen,Quiet Location,Secure parking,Separate Dining Room,Spa,Swimming Pool,Views"
ZQ-6315-ZZ,Apartment,Apartment / Unit / Flat,Sold,"3/25 Barr Street, Camperdown NSW 2050",NSW,inner_west,Camperdown,2050,8552,"$670,000 ","$670,000 ",0,0,1,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Pets Allowed, Pool, Intercom, Lift Installed, Floorboards, Secure Parking, Swimming Pool - Below Ground"
HX-0969-RM,Apartment,Apartment / Unit / Flat,Sold,"10/35 Carlton Crescent, SUMMER HILL NSW 2130",NSW,inner_west,Summer Hill,2130,40992,"$559,000 ","$559,000 ",0,0,2,1,1,0K,
,Apartment,Apartment / Unit / Flat,Sold,Blacktown NSW 2148,NSW,western_sydney,Blacktown,2148,4552,"$470,000 ","$470,000 ",182,0,2,1,1,0K,
,Apartment,Apartment / Unit / Flat,Sold,"B410/3 Timbrol Ave, RHODES NSW 2138",NSW,inner_west,Rhodes,2138,37132,Price Withheld,$0 ,0,0,2,2,1,0K,
XY-2810-MK,Apartment,Apartment / Unit / Flat,Sold,"7/59 Howard Avenue, DEE WHY NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$570,000 ","$570,000 ",0,0,2,2,2,0K,"Close to Shops, Close to Transport, Secure Parking"
MW-1239-HB,Apartment,Apartment / Unit / Flat,Sold,"11/12-14 Landers Road, Lane Cove NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,"$488,000 ","$488,000 ",0,0,2,1,1,0K,"Balcony / Patio / Terrace,Bath,Built in Wardrobes,Close to Schools,Close to Shops,Close to Transport,Freshly Painted,Huge Storage,Internal Laundry,Modern Kitchen,Polished TimberFloor"
EH-4316-SU,Apartment,Apartment / Unit / Flat,Sold,"9/2A Cowper Street, PARRAMATTA NSW 2150",NSW,parramatta,Parramatta,2150,35042,"$590,000 ","$590,000 ",0,0,2,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Polished Timber Floor, Secure Parking, Terrace-Balcony"
,Apartment,Apartment / Unit / Flat,Sold,"2/98 Howard Avenue, DEE WHY NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,Price Withheld,$0 ,0,0,2,1,1,0K,
BD-5531-DJ,Apartment,Apartment / Unit / Flat,Sold,"103/298-312 Pennant Hills Road, Pennant Hills NSW 2120",NSW,northern_suburbs,Pennant Hills,2120,35312,"$400,000 ","$400,000 ",0,0,2,2,1,0K,
OL-8533-RU,Apartment,Apartment / Unit / Flat,Sold,"36/170 Spit Road, MOSMAN NSW 2088",NSW,north_shore_lower,Mosman,2088,30012,"$682,500 ","$682,500 ",92.9,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Air Conditioning/Heating, Secure Parking, Terrace-Balcony"
VV-8635-RF,Apartment,Apartment / Unit / Flat,Sold,"1/56 Fern Street, RANDWICK NSW 2031",NSW,eastern_suburbs,Randwick,2031,36632,"$783,000 ","$783,000 ",0,0,2,1,1,0K,
DD-3040-MX,House,Villa,Sold,"5/10 Ida Street, Sans Souci NSW 2219",NSW,st_george,Sans Souci,2219,38462,"$555,000 ","$555,000 ",185,0,2,1,1,0K,Secure parking
,Apartment,Apartment / Unit / Flat,Sold,"49/20-22 Thomas Street, Waitara NSW 2077",NSW,north_shore_upper,Waitara,2077,45612,Price Withheld,$0 ,0,squareMeter sqm,2,2,1,0K,
OO-5269-GX,Apartment,Apartment / Unit / Flat,Sold,"26/28-32 Sturdee Parade, DEE WHY NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$590,000 ","$590,000 ",143,0,2,2,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony, Extra storage"
DN-4446-XQ,Apartment,Apartment / Unit / Flat,Sold,"1/88 Oaks Avenue, Dee Why NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$560,000 ","$560,000 ",0,0,2,1,1,0K,Secure Parking
NH-6849-VU,Apartment,Apartment / Unit / Flat,Sold,"10/410 Rocky Point Road, SANS SOUCI NSW 2219",NSW,st_george,Sans Souci,2219,38462,"$485,000 ","$485,000 ",0,0,2,2,1,0K,
WT-7450-GH,Apartment,Apartment / Unit / Flat,Sold,"34/267 Miller Street, NORTH SYDNEY NSW 2060",NSW,north_shore_lower,North Sydney,2060,33412,"$780,000 ","$780,000 ",0,0,2,2,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony, Large internal laundry, Gas kitchen, High ceilings, East facing balcony"
KB-6988-SP,Apartment,Apartment / Unit / Flat,Sold,"17/30 Tranmere Street, Drummoyne NSW 2047",NSW,inner_west,Drummoyne,2047,14142,"$542,000 ","$542,000 ",0,0,2,1,1,0K,Secure Parking
RS-9441-DT,House,Townhouse,Sold,"8/1030 Anzac Parade, MAROUBRA NSW 2035",NSW,eastern_suburbs,Maroubra,2035,27512,"$678,000 ","$678,000 ",0,0,2,1,1,0K,"Built-In Wardrobes,Close to Schools,Close to Shops,Close to Transport,Garden,Polished Timber Floor,Secure Parking,Terrace-Balcony"
CC-8292-AE,Apartment,Apartment / Unit / Flat,Sold,"201/2c Munderah St, Wahroonga NSW 2076",NSW,north_shore_upper,Wahroonga,2076,45602,"$595,000 ","$595,000 ",0,0,2,2,1,0K,
,Apartment,Apartment / Unit / Flat,Sold,"5/4 Union Street, Meadowbank NSW 2114",NSW,northern_suburbs,Meadowbank,2114,28092,Price Withheld,$0 ,0,0,2,1,1,0K,
PH-2101-EL,Apartment,Apartment / Unit / Flat,Sold,"6/21 Angas St, MEADOWBANK NSW 2114",NSW,northern_suburbs,Meadowbank,2114,28092,"$490,000 ","$490,000 ",89,0,1,1,1,0K,
A7184730,Apartment,Apartment / Unit / Flat,Sold,"11/23 Lancelot Street, Allawah NSW 2218",NSW,st_george,Allawah,2218,532,Price Withheld,$0 ,0,0,2,1,1,0K,
OH-5403-OJ,Apartment,Apartment / Unit / Flat,Sold,"7/42A Kent Street, EPPING NSW 2121",NSW,northern_suburbs,Epping,2121,15852,"$510,000 ","$510,000 ",114,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Secure Parking, Separate Dining, Terrace-Balcony"
HD-3851-FS,Apartment,Apartment / Unit / Flat,Sold,"6/52 West Street, HURSTVILLE NSW 2220",NSW,st_george,Hurstville,2220,21712,"$630,000 ","$630,000 ",0,0,2,2,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Polished Timber Floor, Secure Parking, Terrace-Balcony"
ES-6845-ZA,Apartment,Apartment / Unit / Flat,Sold,"2/485-487 Forest Road, Penshurst NSW 2222",NSW,st_george,Penshurst,2222,35362,"$560,000 ","$560,000 ",0,0,2,2,1,0K,"Balcony / Deck,Built in wardrobes,Dishwasher,Ensuite,Gas,Ground floor,Internal Laundry"
PG-4691-PO,Apartment,Apartment / Unit / Flat,Sold,"4/3A Balfour Road, ROSE BAY NSW 2029",NSW,eastern_suburbs,Rose Bay,2029,37552,"$670,000 ","$670,000 ",0,0,1,1,1,0K,
HG-1976-YB,Apartment,Apartment / Unit / Flat,Sold,"6/34 Rangers Road, Cremorne NSW 2090",NSW,north_shore_lower,Cremorne,2090,12182,"$535,000 ","$535,000 ",0,0,2,1,1,0K,"Balcony / Deck,Built in wardrobes,Intercom,Lock Up Garage And Separate Storage Room,Secure parking"
A30856022,Apartment,Apartment / Unit / Flat,Sold,"1420/1C Burdett Street, Hornsby NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,Price Withheld,$0 ,0,squareMeter sqm,2,2,1,0K,
,Apartment,Apartment / Unit / Flat,Sold,"210/7 Gantry Lane, Camperdown NSW 2050",NSW,inner_west,Camperdown,2050,8552,"$575,000 ","$575,000 ",0,0,1,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Pets Allowed, Pool, Intercom, Security Access, Lift Installed, Floorboards, Secure Parking"
A5869801,Apartment,Apartment / Unit / Flat,Sold,"6/8 Birtley Place, ELIZABETH BAY NSW 2011",NSW,eastern_suburbs,Elizabeth Bay,2011,15442,Price Withheld,$0 ,0,0,1,1,1,0K,
DX-1799-ZF,Apartment,Apartment / Unit / Flat,Sold,"217/6 Baywater Drive, WENTWORTH POINT NSW 2127",NSW,inner_west,Wentworth Point,2127,21272,"$518,000 ","$518,000 ",0,0,2,2,2,0K,"Built-In Wardrobes, Close to Transport, Air Conditioning/Heating, Secure Parking, Study"
QO-9088-QQ,Apartment,Apartment / Unit / Flat,Sold,"70/116-132 Maroubra Road, MAROUBRA NSW 2035",NSW,eastern_suburbs,Maroubra,2035,27512,"$460,000 ","$460,000 ",0,0,2,2,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Pool, Secure Parking, Terrace-Balcony"
A6068367,House,Terrace,Sold,"470 Botany Road, Alexandria NSW 2015",NSW,eastern_suburbs,Alexandria,2015,452,"$638,000 ","$638,000 ",0,143 sqm,2,1,2,0K,
YX-5842-GE,Apartment,Apartment / Unit / Flat,Sold,"5/2 Stokes Street, Lane Cove NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,"$550,000 ","$550,000 ",0,0,2,1,1,0K,"Balcony / Deck,Built in wardrobes,Floorboards,Internal Laundry"
,Apartment,Apartment / Unit / Flat,Sold,"402/32 Warayama Place, ROZELLE NSW 2039",NSW,inner_west,Rozelle,2039,37942,"$750,000 ","$750,000 ",121,0,2,2,2,0K,
RV-7543-AP,Apartment,Apartment / Unit / Flat,Sold,"105/68 Eton Street, Sutherland NSW 2232",NSW,sutherland,Sutherland,2232,41192,"$572,500 ","$572,500 ",0,0,2,2,2,0K,"Air conditioning,Built in wardrobes,Ensuite,Floorboards,Garden / Courtyard,Ground floor,Internal Laundry,Secure Parking"
A5506514,Apartment,Apartment / Unit / Flat,Sold,"19/13-14 Bank Street, Meadowbank NSW 2114",NSW,northern_suburbs,Meadowbank,2114,28092,Price Withheld,$0 ,0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Area Views, Floorboards"
,Apartment,Apartment / Unit / Flat,Sold,HURSTVILLE NSW 2220,NSW,st_george,Hurstville,2220,21712,"$680,000 ","$680,000 ",0,0,2,2,1,0K,"Close to Schools, Close to Shops, Close to Transport"
YV-2217-SE,Apartment,Apartment / Unit / Flat,Sold,BROOKVALE NSW 2100,NSW,northern_beaches,Brookvale,2100,6612,"$565,000 ","$565,000 ",0,0,2,2,2,0K,Study
,Apartment,Apartment / Unit / Flat,Sold,"119/86-88 Bonar St, Wolli Creek NSW 2205",NSW,st_george,Wolli Creek,2205,48612,Price Withheld,$0 ,0,0,2,2,1,0K,
VC-6513-EU,Apartment,Apartment / Unit / Flat,Sold,"1/104 Condamine Street, Balgowlah NSW 2093",NSW,northern_beaches,Balgowlah,2093,1752,"$642,000 ","$642,000 ",0,0,2,1,1,0K,
TY-1116-DH,Apartment,Apartment / Unit / Flat,Sold,"41/14 - 16 Freeman Road, CHATSWOOD NSW 2067",NSW,north_shore_lower,Chatswood,2067,9782,"$755,000 ","$755,000 ",0,0,2,2,2,0K,
ZG-7972-RP,Apartment,Apartment / Unit / Flat,Sold,"2/13 Unara St, Campsie NSW 2194",NSW,canterbury_bankstown,Campsie,2194,8562,"$429,000 ","$429,000 ",0,0,2,1,1,0K,
,Apartment,Apartment / Unit / Flat,Sold,"63/2 Levy Walk, Zetland NSW 2017",NSW,eastern_suburbs,Zetland,2017,50432,"$625,000 ","$625,000 ",0,0,2,2,1,0K,
YG-7907-AI,House,Townhouse,Sold,"14/5-11 harcourt ave, Campsie NSW 2194",NSW,canterbury_bankstown,Campsie,2194,8562,"$500,000 ","$500,000 ",0,0,2,1,1,0K,"Bath,Built in Wardrobes,Close to Schools,Close to Shops,Close to Transport,Garden,Gas,Intercom,Internal Laundry,Modern Bathroom,Modern Kitchen,Quiet Location,Renovated,Secure parking"
VM-2163-NO,House,Townhouse,Sold,"2/79 Rosalind Street, CAMMERAY NSW 2062",NSW,north_shore_lower,Cammeray,2062,8512,"$720,000 ","$720,000 ",170,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Air Conditioning/Heating, Terrace-Balcony, Freshly painted, New carpet"
,Apartment,Apartment / Unit / Flat,Sold,"537/25 Porter Street, Ryde NSW 2112",NSW,northern_suburbs,Ryde,2112,38132,"$605,000 ","$605,000 ",0,0,1,1,1,0K,
DJ-2097-SZ,Apartment,Apartment / Unit / Flat,Sold,"4/62 Hunter St , Hornsby NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,"$534,010 ","$534,010 ",0,108 sqm,2,2,1,0K,"Air conditioning,Balcony / Deck,Bath,Broadband internet access,Built in wardrobes,Dishwasher,Ensuite,Floorboards,Heating,Intercom,Internal Laundry,North Facing,Secure Parking"
,Apartment,Apartment / Unit / Flat,Sold,"29/2-6  Warrangi Street, Turramurra NSW 2074",NSW,north_shore_upper,Turramurra,2074,44222,"$685,000 ","$685,000 ",0,0,2,2,2,0K,"Air conditioning,Ensuite,Intercom,Built in wardrobes,Internal Laundry,Gas,Dishwasher,Ground floor,Secure Parking,Garden / Courtyard"
SX-4943-PJ,Apartment,Apartment / Unit / Flat,Sold,"3/75 Arden Street, COOGEE NSW 2034",NSW,eastern_suburbs,Coogee,2034,11282,"$572,500 ","$572,500 ",0,0,2,1,1,0K,
KX-3075-WN,Apartment,Apartment / Unit / Flat,Sold,"9/21 Rangers Road, CREMORNE NSW 2090",NSW,north_shore_lower,Cremorne,2090,12182,"$625,000 ","$625,000 ",0,0,2,2,1,0K,
CE-2959-CA,Apartment,Apartment / Unit / Flat,Sold,"5/22 Factory Street, North Parramatta NSW 2151",NSW,parramatta,North Parramatta,2151,33282,"$415,000 ","$415,000 ",0,0,2,1,1,0K,
A7038076,House,Villa,Sold,"5/96 Morts Road, Mortdale NSW 2223",NSW,st_george,Mortdale,2223,29922,Price Withheld,$0 ,0,0,2,1,1,0K,
,Apartment,Apartment / Unit / Flat,Sold,"B506/58 Mountain St, ULTIMO NSW 2007",NSW,inner_west,Ultimo,2007,44522,"$625,000 ","$625,000 ",0,0,2,2,1,0K,
HM-1194-RP,Apartment,Apartment / Unit / Flat,Sold,"1/42 Sixth Ave, Campsie NSW 2194",NSW,canterbury_bankstown,Campsie,2194,8562,"$459,000 ","$459,000 ",0,0,2,1,1,0K,
OW-0287-FF,Apartment,Apartment / Unit / Flat,Sold,"28/52-58 Parramatta Road, Homebush NSW 2140",NSW,inner_west,Homebush,2140,21262,"$430,000 ","$430,000 ",0,0,2,2,1,0K,"Ensuite(s),Secure parking"
MX-3379-CV,Apartment,Apartment / Unit / Flat,Sold,"5/26 Addison Street, Kensington NSW 2033",NSW,eastern_suburbs,Kensington,2033,23092,"$490,000 ","$490,000 ",0,0,2,1,1,0K,Secure Parking
IV-6018-HT,Apartment,Apartment / Unit / Flat,Sold,"6/24 Orchard Street, West Ryde NSW 2114",NSW,northern_suburbs,West Ryde,2114,47422,"$645,000 ","$645,000 ",81,0,2,1,1,0K,"Air Conditioning,Built-In Wardrobes,Close to Schools,Close to Shops,Close to Transport,Secure Parking,Formal Lounge,Terrace-Balcony"
NO-7187-QL,Apartment,Apartment / Unit / Flat,Sold,"21/862 Old Princes Hwy, Sutherland NSW 2232",NSW,sutherland,Sutherland,2232,41192,"$485,000 ","$485,000 ",0,0,2,1,1,0K,
,Apartment,Apartment / Unit / Flat,Sold,"425/20-30 Orara Street, Waitara NSW 2077",NSW,north_shore_upper,Waitara,2077,45612,"$729,000 ","$729,000 ",0,0,2,2,1,0K,"Ensuite, Balcony / Deck"
CI-7408-QZ,Apartment,Apartment / Unit / Flat,Sold,"1/47 Boronia Street, Kensington NSW 2033",NSW,eastern_suburbs,Kensington,2033,23092,Price Withheld,$0 ,0,0,2,1,1,0K,Secure Parking
A7337349,Apartment,Apartment / Unit / Flat,Sold,"8/68 Beach Road, BONDI BEACH NSW 2026",NSW,eastern_suburbs,Bondi Beach,2026,5292,Price Withheld,$0 ,0,0,2,2,1,0K,
TM-3710-RX,Apartment,Apartment / Unit / Flat,Sold,"5/295 Ernest Street, NEUTRAL BAY NSW 2089",NSW,north_shore_lower,Neutral Bay,2089,32332,"$430,000 ","$430,000 ",0,0,1,1,1,0K,"Close to Schools, Close to Shops, Close to Transport, Secure Parking"
FC-3228-MN,Apartment,Apartment / Unit / Flat,Sold,"7/14 William Street, Hornsby NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,"$404,000 ","$404,000 ",0,0,2,1,1,0K,
RP-7881-HO,Apartment,Apartment / Unit / Flat,Sold,"Unit 5/36-38 Florence Street, HORNSBY NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,"$565,000 ","$565,000 ",0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony"
,Apartment,Apartment / Unit / Flat,Sold,"310/28 Harvey Street, Little Bay NSW 2036",NSW,eastern_suburbs,Little Bay,2036,25862,"$670,000 ","$670,000 ",0,0,1,1,1,0K,"Air conditioning,Balcony / Deck,Built in wardrobes,Intercom,Dishwasher"
,Apartment,Apartment / Unit / Flat,Sold,"24/130 Burns Bay Road, Lane Cove NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,Price Withheld,$0 ,0,0,2,1,1,0K,
LP-0772-BR,Apartment,Apartment / Unit / Flat,Sold,"10/98 Chuter Avenue, Ramsgate Beach NSW 2217",NSW,st_george,Ramsgate Beach,2217,36612,"$413,000 ","$413,000 ",0,0,2,1,1,0K,"Balcony / Patio / Terrace,Built in Wardrobes,Close to Schools,Close to Shops,Close to Transport,Modern Bathroom,Polished TimberFloor,Quiet Location,Renovated,Secure parking"
OA-2662-KQ,Apartment,Apartment / Unit / Flat,Sold,"86/19 Herbert Street, St Leonards NSW 2065",NSW,north_shore_lower,St Leonards,2065,40382,"$650,000 ","$650,000 ",0,0,2,2,1,0K,
A13260787,Apartment,Apartment / Unit / Flat,Sold,"Bowden Street, Meadowbank NSW 2114",NSW,northern_suburbs,Meadowbank,2114,28092,"$635,000 ","$635,000 ",0,0,2,2,1,0K,"Air Conditioning,Balcony,City Views,Close to Shops,Close to Transport,Gas Heating,Gas Hot Water,Intercom,Internal Laundry,Water Views"
,Apartment,Apartment / Unit / Flat,Sold,"7/27 Elizabeth Street, Allawah NSW 2218",NSW,st_george,Allawah,2218,532,"$703,000 ","$703,000 ",0,0,2,1,2,0K,
WK-8175-BZ,Apartment,Apartment / Unit / Flat,Sold,"3/26 Dartbrook Rd, Auburn NSW 2144",NSW,parramatta,Auburn,2144,1302,"$420,000 ","$420,000 ",0,0,2,1,1,0K,"Intercom,Internal Laundry,Balcony / Deck"
RT-4184-IO,Apartment,Apartment / Unit / Flat,Sold,"8/44 Crawford Road, BRIGHTON-LE-SANDS NSW 2216",NSW,st_george,Brighton-Le-Sands,2216,6332,"$468,000 ","$468,000 ",0,0,2,1,2,0K,
TJ-4410-QU,Apartment,Apartment / Unit / Flat,Sold,"51/30 Moore Road, Freshwater NSW 2096",NSW,northern_beaches,Freshwater,2096,63222,"$529,900 ","$529,900 ",0,0,1,1,1,0K,
MV-1082-AJ,Apartment,Apartment / Unit / Flat,Sold,"402/83-93 Dalmeny Avenue, Rosebery NSW 2018",NSW,eastern_suburbs,Rosebery,2018,37622,"$680,000 ","$680,000 ",0,0,2,2,2,0K,
KO-8178-CG,Apartment,Apartment / Unit / Flat,Sold,"42/355 Old South Head Rd, NORTH BONDI NSW 2026",NSW,eastern_suburbs,North Bondi,2026,32922,Price Withheld,$0 ,0,0,2,1,1,0K,"Internal Laundry, Intercom, Polished TimberFloors"
XQ-7780-RY,Apartment,Apartment / Unit / Flat,Sold,"3/524 Pacific Hwy, Chatswood NSW 2067",NSW,north_shore_lower,Chatswood,2067,9782,"$470,000 ","$470,000 ",0,0,2,2,1,0K,
JT-4986-AS,Apartment,Apartment / Unit / Flat,Sold,"3/11-17 Quirk Rd, Manly Vale NSW 2093",NSW,northern_beaches,Manly Vale,2093,27242,"$735,000 ","$735,000 ",74 sqm,0,2,2,1,0K,"Ensuite,Built in wardrobes,Intercom,Indoor Spa,Internal Laundry,Gas,Bath,Secure Parking,Balcony / Deck,Ground floor"
