propertyId,date sold,primaryPropertyType,secondaryPropertyType,primaryCategory,address,state,locarea,suburb,postcode,suburbId,price,buildingsize,landsize,bedrooms,bathrooms,parking,medianPrice,propertyFeatures
TE-8183-CX,17-Apr-14,Apartment,Apartment / Unit / Flat,Sold,"5/8-10 Croydon Street, CRONULLA NSW 2230",NSW,sutherland,Cronulla,2230,12262,"$630,000 ",122,0,2,1,2,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Polished Timber Floor, Secure Parking, Terrace-Balcony"
RS-0808-PB,6-Jun-09,House,House,Sold,"26 Connecticut Ave, FIVE DOCK NSW 2046",NSW,inner_west,Five Dock,2046,17052,"$855,000 ",0,0,2,2,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge, Garden, Polished Timber Floor, Separate Dining"
RZ-5223-SL,13-Apr-11,Apartment,Apartment / Unit / Flat,Sold,"1E/3 Jersey Road, Artarmon NSW 2064",NSW,north_shore_lower,Artarmon,2064,1112,"$595,000 ",0,0,2,1,1,0K,
A31077902,19-Aug-13,Apartment,Apartment / Unit / Flat,Sold,"28/115 Wigram Road, Forest Lodge NSW 2037",NSW,inner_west,Forest Lodge,2037,17252,"$680,000 ",0,0,2,2,1,0K,Secure parking
AV-0403-QU,30-May-16,Apartment,Apartment / Unit / Flat,Sold,"4/489 Anzac Parade, Kingsford NSW 2032",NSW,eastern_suburbs,Kingsford,2032,23702,"$680,000 ",0,0,1,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Secure Parking"
NM-5264-FN,10-Oct-11,Apartment,Apartment / Unit / Flat,Sold,"14/23-25 Garland Road, NAREMBURN NSW 2065",NSW,north_shore_lower,Naremburn,2065,31962,"$665,000 ",0,0,2,1,1,0K,
OI-8483-TW,20-Jan-16,Apartment,Apartment / Unit / Flat,Sold,"10/35-37 Hampstead Road, Homebush West NSW 2140",NSW,inner_west,Homebush West,2140,21292,"$572,000 ",0,0,2,1,1,0K,"Close to Schools, Close to Shops, Close to Transport, Renovated, Balcony, Polished Timber Floors, Built-In-Robes, Combined Lounge/Dining Room, Dishwasher, Mirrored Built-in/s, Secuirty Building/Intercom"
OR-4465-WN,14-Jan-13,Apartment,Apartment / Unit / Flat,Sold,"1/3A Gower Street, SUMMER HILL NSW 2130",NSW,inner_west,Summer Hill,2130,40992,"$540,000 ",0,0,2,1,1,0K,
SC-8881-HR,23-Sep-16,Apartment,Apartment / Unit / Flat,Sold,"10/30 Brennan  Street, Alexandria NSW 2015",NSW,eastern_suburbs,Alexandria,2015,452,"$691,000 ",76,0,1,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Pets Allowed, Alarm System, Security Access, Car Parking - Surface, Security System"
AO-3558-XM,30-Oct-09,House,Townhouse,Sold,"2/1 Walton Crescent, ABBOTSFORD NSW 2046",NSW,inner_west,Abbotsford,2046,32,"$679,000 ",0,0,2,2,2,0K,"\n\t\t\t\t\t\t\t\tAir Conditioning, \n\t\t\t\t\t\t\t"
MD-7847-AK,21-Nov-16,Apartment,Apartment / Unit / Flat,Sold,"3F/12 Bligh Place, Randwick NSW 2031",NSW,eastern_suburbs,Randwick,2031,36632,"$650,000 ",0,0,1,1,1,0K,
,10-Jul-14,Apartment,Apartment / Unit / Flat,Sold,"211/12 Denison Street, CAMPERDOWN NSW 2050",NSW,inner_west,Camperdown,2050,8552,"$640,000 ",0,0,1,1,1,0K,
,5-Mar-14,Apartment,Apartment / Unit / Flat,Sold,"29/525 Illawarra Road, Marrickville NSW 2204",NSW,inner_west,Marrickville,2204,27552,"$558,500 ",79,0,1,1,1,0K,
CV-1006-PK,20-Jul-12,Apartment,Apartment / Unit / Flat,Sold,"4/13-15 Clyde Avenue, Cronulla NSW 2230",NSW,sutherland,Cronulla,2230,12262,"$570,000 ",0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Intercom, Security Access"
AK-2737-FI,29-Jun-15,Apartment,Apartment / Unit / Flat,Sold,"6/30 Sixth Ave, Campsie NSW 2194",NSW,canterbury_bankstown,Campsie,2194,8562,"$645,000 ",0,0,2,1,2,0K,"Secure parking,Air conditioning,Intercom,Internal Laundry,Secure Parking,Balcony / Deck"
MM-1369-IJ,26-May-10,Apartment,Apartment / Unit / Flat,Sold,"11/18 Kingsway, Dee Why NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$505,060 ",114,0,2,1,1,0K,"Balcony / Patio / Terrace,Built in Wardrobes,Close to Schools,Close to Shops,Close to Transport,Internal Laundry,Polished TimberFloor,Views"
SH-4955-HC,17-Feb-15,Apartment,Apartment / Unit / Flat,Sold,"107/6-8 Nile Close, MARSFIELD NSW 2122",NSW,northern_suburbs,Marsfield,2122,27602,"$530,000 ",0,0,1,1,1,0K,
ZP-9659-FD,26-Sep-09,House,House,Sold,"34 Railway Street, BANKSIA NSW 2216",NSW,st_george,Banksia,2216,2082,"$510,000 ",0,0,2,1,1,0K,
MM-4423-JD,30-May-15,Apartment,Apartment / Unit / Flat,Sold,"2/6 Smith Street, Epping NSW 2121",NSW,northern_suburbs,Epping,2121,15852,"$617,500 ",56,0,1,1,1,0K,
YI-7502-LA,17-Dec-16,Apartment,Apartment / Unit / Flat,Sold,"1/15 Burke Road, Cronulla NSW 2230",NSW,sutherland,Cronulla,2230,12262,"$751,100 ",0,0,2,1,1,0K,
,15-Aug-15,Apartment,Apartment / Unit / Flat,Sold,"13/2-6 Rokeby Road, Abbotsford NSW 2046",NSW,inner_west,Abbotsford,2046,32,"$815,000 ",0,0,2,1,1,0K,
,22-Aug-15,Apartment,Apartment / Unit / Flat,Sold,"11/9 Cottonwood Crescent, MACQUARIE PARK NSW 2113",NSW,northern_suburbs,Macquarie Park,2113,26812,"$680,000 ",0,0,2,1,1,0K,
YL-4050-TA,17-Nov-14,House,House,Sold,"21 Kingsland rd, Berala NSW 2141",NSW,parramatta,Berala,2141,3472,"$670,000 ",0,358.6 sqm,2,1,1,0K,"Air conditioning,Fireplace(s),Floorboards,Fully fenced,Garden / Courtyard,Internal Laundry,Shed"
FP-1737-ZC,29-Oct-13,Apartment,Apartment / Unit / Flat,Sold,"410/16-22 Smail Street, ULTIMO NSW 2007",NSW,inner_west,Ultimo,2007,44522,"$645,000 ",81,81 sqm,2,1,1,0K,
WL-8831-RI,23-May-15,Apartment,Apartment / Unit / Flat,Sold,"26/35 Belmore street, Burwood NSW 2134",NSW,inner_west,Burwood,2134,7832,"$701,000 ",0,0,2,2,1,0K,
GJ-8795-WN,23-Dec-13,Apartment,Apartment / Unit / Flat,Sold,"6/8-12 Koorabel Avenue, GYMEA NSW 2227",NSW,sutherland,Gymea,2227,20002,"$510,000 ",0,0,2,1,1,0K,
PM-8759-FL,14-Dec-10,Apartment,Apartment / Unit / Flat,Sold,"2/22 Alexander Street, COOGEE NSW 2034",NSW,eastern_suburbs,Coogee,2034,11282,"$625,000 ",0,0,2,1,1,0K,
DR-4988-VJ,12-Jun-15,Apartment,Apartment / Unit / Flat,Sold,"8/40 The Crescent, Homebush NSW 2140",NSW,inner_west,Homebush,2140,21262,"$592,000 ",0,0,2,1,1,0K,"Secure parking,Floorboards,Intercom,Built in wardrobes,Internal Laundry,Bath,Fully fenced,Balcony / Deck,Secure Parking"
,16-Feb-12,Apartment,Apartment / Unit / Flat,Sold,"2302/177-219 Mitchell Road, Erskineville NSW 2043",NSW,inner_west,Erskineville,2043,15982,"$533,000 ",0,0,2,2,1,0K,"Balcony / Deck,Bath,Built in wardrobes,Dishwasher,Ensuite,Gas,Gym,Intercom,Internal Laundry,Secure Parking,Separate Dining Room,Swimming Pool,Tennis Court"
RS-3519-TW,23-May-11,Apartment,Apartment / Unit / Flat,Sold,"Albert Avenue, Chatswood NSW 2067",NSW,north_shore_lower,Chatswood,2067,9782,"$570,000 ",0,0,2,1,1,0K,"Balcony / Patio / Terrace,Bath,Built in Wardrobes,Close to Schools,Close to Shops,Close to Transport,Intercom,Internal Laundry,Lift,Modern Bathroom,Modern Kitchen,Quiet Location,Secure parking,Separate Dining Room"
,18-May-15,Apartment,Apartment / Unit / Flat,Sold,"109/12-14 Howard Ave, Northmead NSW 2152",NSW,parramatta,Northmead,2152,33592,"$520,000 ",0,0,2,2,1,0K,"Air conditioning,Balcony / Deck,Built in wardrobes,Dishwasher,Ensuite,Gas,Intercom,Internal Laundry"
UQ-9409-XT,16-Mar-09,Apartment,Apartment / Unit / Flat,Sold,"23/4 Greenwood Place, Freshwater NSW 2096",NSW,northern_beaches,Freshwater,2096,63222,"$515,000 ",0,0,2,1,1,0K,"Balcony / Patio / Terrace,Built in Wardrobes,Close to Shops,Close to Transport,Internal Laundry,Modern Bathroom,Modern Kitchen,Quiet Location,Renovated,Secure parking"
SV-6196-FS,21-Dec-10,Apartment,Apartment / Unit / Flat,Sold,"18/28 Crystal Street, Waterloo NSW 2017",NSW,eastern_suburbs,Waterloo,2017,46622,"$558,000 ",128,0,2,2,1,0K,"Balcony / Patio / Terrace,Bath,Built in Wardrobes,Close to Schools,Close to Shops,Close to Transport,Gas,Gym,Intercom,Internal Laundry,Lift,Modern Bathroom,Modern Kitchen,Spa,Swimming Pool"
JV-8969-GM,10-Dec-14,Apartment,Apartment / Unit / Flat,Sold,"3/36 Gladstone Street, BEXLEY NSW 2207",NSW,st_george,Bexley,2207,3872,"$620,000 ",0,0,2,2,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Polished Timber Floor, Secure Parking, Terrace-Balcony"
JI-6622-KE,7-Dec-16,Apartment,Apartment / Unit / Flat,Sold,"12/115 Ocean Street, Narrabeen NSW 2101",NSW,northern_beaches,Narrabeen,2101,32002,"$775,000 ",0,0,2,1,1,0K,
IW-4766-RH,13-Aug-14,House,Townhouse,Sold,"5/1A Montrose Road, Abbotsford NSW 2046",NSW,inner_west,Abbotsford,2046,32,Price Withheld,0,0,2,2,2,0K,"Dishwasher,Ensuite,Floorboards"
OQ-8805-KZ,19-Feb-14,Apartment,Apartment / Unit / Flat,Sold,"29/53 Penkivil Street, BONDI NSW 2026",NSW,eastern_suburbs,Bondi,2026,5272,"$880,000 ",0,0,2,1,1,0K,
VS-0704-HN,13-Dec-10,Apartment,Apartment / Unit / Flat,Sold,"2/214 Malabar Road, Coogee NSW 2034",NSW,eastern_suburbs,Coogee,2034,11282,"$620,000 ",0,0,2,1,1,0K,
PC-7026-DQ,19-Dec-14,Apartment,Apartment / Unit / Flat,Sold,"9/31-33 Pearson Street, GLADESVILLE NSW 2111",NSW,northern_suburbs,Gladesville,2111,18082,"$612,000 ",0,0,2,1,1,0K,
,17-Mar-17,Apartment,Apartment / Unit / Flat,Sold,"11/27 Burdett Street, Hornsby NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,"$710,000 ",88,0,2,2,1,0K,"Built-In Wardrobes,Close to Schools,Close to Shops,Close to Transport,Terrace-Balcony"
,14-Oct-06,Apartment,Apartment / Unit / Flat,Sold,"9/44 Melrose Parade, CLOVELLY NSW 2031",NSW,eastern_suburbs,Clovelly,2031,10312,Price Withheld,0,0,2,1,1,0K,
NV-5653-SX,26-Sep-11,Apartment,Apartment / Unit / Flat,Sold,"25/1 Pelican Street, SURRY HILLS NSW 2010",NSW,eastern_suburbs,Surry Hills,2010,41162,"$505,000 ",66,0,1,1,1,0K,
,10-Jul-16,Apartment,Apartment / Unit / Flat,Sold,"208/74-78 Belmore st, Ryde NSW 2112",NSW,northern_suburbs,Ryde,2112,38132,"$572,000 ",0,0,1,1,1,0K,"Air conditioning,Ensuite,Alarm System,Intercom,Built in wardrobes,Internal Laundry,Pets allowed,Dishwasher"
RP-9900-HN,19-Feb-16,Apartment,Apartment / Unit / Flat,Sold,"308/4-12 Garfield Street, Five Dock NSW 2046",NSW,inner_west,Five Dock,2046,17052,"$578,000 ",0,79 sqm,1,1,1,0K,
UH-7157-HQ,23-Dec-11,Apartment,Apartment / Unit / Flat,Sold,"3/24 Westminster Avenue, Dee Why NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$550,000 ",158,0,2,1,2,0K,"Balcony / Patio / Terrace,Bath,Built in Wardrobes,Close to Schools,Close to Shops,Close to Transport,Internal Laundry,Modern Kitchen,Renovated"
A6215659,1-Apr-14,Apartment,Apartment / Unit / Flat,Sold,"7/17-21 Bellevue St, KOGARAH NSW 2217",NSW,st_george,Kogarah,2217,24012,"$577,000 ",0,0,2,1,2,0K,
IC-2843-MT,28-Apr-14,Apartment,Apartment / Unit / Flat,Sold,"24/80 Bonar Street, WOLLI CREEK NSW 2205",NSW,st_george,Wolli Creek,2205,48612,"$575,000 ",105,0,2,2,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Pool, Secure Parking, Terrace-Balcony"
TJ-7336-MO,4-Jun-15,Apartment,Apartment / Unit / Flat,Sold,"2/557 Victoria Road, Ryde NSW 2112",NSW,northern_suburbs,Ryde,2112,38132,"$529,000 ",70,0,2,1,1,0K,"Air Conditioning, Swimming Pool, Built in wardrobes, Floorboards, Secure Parking, Dishwasher, Balcony / Deck"
VZ-0037-VL,5-Oct-13,Apartment,Apartment / Unit / Flat,Sold,"2/1 Hubert Street, LEICHHARDT NSW 2040",NSW,inner_west,Leichhardt,2040,25302,"$741,500 ",0,0,2,1,1,0K,Secure Parking
DU-0544-ST,18-Sep-13,Apartment,Apartment / Unit / Flat,Sold,"14/55 Kingsway, CRONULLA NSW 2230",NSW,sutherland,Cronulla,2230,12262,"$510,500 ",0,0,2,1,1,0K,
JQ-9817-AA,11-Nov-15,Apartment,Apartment / Unit / Flat,Sold,"5/3 Blair Street, Gladesville NSW 2111",NSW,northern_suburbs,Gladesville,2111,18082,"$600,000 ",0,0,2,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony"
A5528694,14-Mar-14,Apartment,Apartment / Unit / Flat,Sold,"2/160 Raglan Street, Mosman NSW 2088",NSW,north_shore_lower,Mosman,2088,30012,"$600,000 ",0,0,1,1,1,0K,
,1-Nov-08,House,House,Sold,"1,2,3/27-31 Burke Avenue, Berala NSW 2141",NSW,parramatta,Berala,2141,3472,"$510,000 ",0,0,1,1,1,0K,
YA-2059-YL,7-Nov-13,Apartment,Apartment / Unit / Flat,Sold,"5/692 Pacific Highway, KILLARA NSW 2071",NSW,north_shore_upper,Killara,2071,23392,"$550,000 ",0,0,2,1,1,0K,
A5851467,22-Oct-13,Apartment,Apartment / Unit / Flat,Sold,HURSTVILLE NSW 2220,NSW,st_george,Hurstville,2220,21712,Price Withheld,0,0,2,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Polished Timber Floor, Terrace-Balcony"
LC-6424-ZA,12-May-11,Apartment,Apartment / Unit / Flat,Sold,"13/10 Bentley Street, Balgowlah NSW 2093",NSW,northern_beaches,Balgowlah,2093,1752,"$540,000 ",0,0,2,1,1,0K,
YM-2556-IM,17-Feb-15,Apartment,Apartment / Unit / Flat,Sold,"9/6 Chandos Street, Ashfield NSW 2131",NSW,inner_west,Ashfield,2131,1212,"$599,000 ",77,0,2,1,1,0K,
ND-9804-IN,15-Dec-16,Apartment,Apartment / Unit / Flat,Sold,"26/2-6 Morley St, Sutherland NSW 2232",NSW,sutherland,Sutherland,2232,41192,"$609,000 ",0,0,2,2,1,0K,
,13-Nov-09,Apartment,Apartment / Unit / Flat,Sold,"46/29 Church Avenue, MASCOT NSW 2020",NSW,eastern_suburbs,Mascot,2020,27742,"$505,000 ",0,0,2,2,2,0K,Secure Parking
A5581117,11-Sep-14,Apartment,Apartment / Unit / Flat,Sold,"20/37 Drummoyne Avenue, Drummoyne NSW 2047",NSW,inner_west,Drummoyne,2047,14142,"$830,000 ",155,0,2,1,1,0K,
OK-4546-KR,11-May-10,Apartment,Apartment / Unit / Flat,Sold,"25/22 Penkivil Street, Bondi NSW 2026",NSW,eastern_suburbs,Bondi,2026,5272,"$621,613 ",0,squareMeter sqm,2,2,1,0K,
,18-Apr-13,Apartment,Apartment / Unit / Flat,Sold,"28/370-376 George Street, Waterloo NSW 2017",NSW,eastern_suburbs,Waterloo,2017,46622,Price Withheld,0,0,2,2,1,0K,
JD-0332-WL,6-Oct-12,Apartment,Apartment / Unit / Flat,Sold,"2/4 Carr Street, COOGEE NSW 2034",NSW,eastern_suburbs,Coogee,2034,11282,"$675,000 ",0,0,2,1,1,0K,
WE-6698-IJ,9-Dec-16,Apartment,Apartment / Unit / Flat,Sold,"8/9 Nurmi Avenue, Newington NSW 2127",NSW,inner_west,Newington,2127,32572,"$760,000 ",0,0,2,2,1,0K,Secure Parking
XO-5008-AU,31-Mar-10,Apartment,Apartment / Unit / Flat,Sold,Cronulla NSW 2230,NSW,sutherland,Cronulla,2230,12262,"$567,000 ",0,0,2,1,1,0K,"Views over Gunnamatta bay, 2 bedrooms with built-ins, Ultra modern kitchen with SMEG appliances, Spacious and clever floor plan, Stunning designer bathroom, Large balcony perfect for sunset drinks"
MI-6240-MX,14-Jul-16,Apartment,Apartment / Unit / Flat,Sold,"34/491-497 President Avenue, Sutherland NSW 2232",NSW,sutherland,Sutherland,2232,41192,"$510,000 ",0,0,2,1,1,0K,"Internal Laundry, Private Balcony, Low Maintenance Living, Walk to Shops And Station, Pool In Complex, Security Block"
TP-9480-SQ,3-Mar-14,Apartment,Apartment / Unit / Flat,Sold,"52/40 Jenner Street, BAULKHAM HILLS NSW 2153",NSW,hills,Baulkham Hills,2153,2642,"$512,000 ",0,0,2,2,2,0K,
EJ-3506-KQ,7-Mar-14,Apartment,Apartment / Unit / Flat,Sold,"4/315 Burns Bay Road, Lane Cove NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,"$570,000 ",0,0,2,1,1,0K,
UA-9623-KX,18-Dec-09,Apartment,Apartment / Unit / Flat,Sold,"35/104 WILLIAM ST, FIVE DOCK NSW 2046",NSW,inner_west,Five Dock,2046,17052,"$520,000 ",0,0,2,2,2,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Pool, Air Conditioning/Heating, Security Alarm, Secure Parking, Terrace-Balcony"
PZ-8906-OO,28-Apr-17,Apartment,Apartment / Unit / Flat,Sold,"17/28 Cavill Street, Freshwater NSW 2096",NSW,northern_beaches,Freshwater,2096,63222,"$840,000 ",0,95 sqm,2,1,1,0K,
WH-5393-OB,24-Nov-14,Apartment,Apartment / Unit / Flat,Sold,"15/1 Sandpiper Crescent, Newington NSW 2127",NSW,inner_west,Newington,2127,32572,"$635,000 ",0,0,2,2,1,0K,
A3575988,27-Nov-12,Apartment,Apartment / Unit / Flat,Sold,"C202/6-8 CRESCENT STREET, Redfern NSW 2016",NSW,eastern_suburbs,Redfern,2016,36922,"$550,000 ",0,81 sqm,1,1,1,0K,"Built in wardrobes,Dishwasher,Garden / Courtyard,Gym,Intercom,Internal Laundry,Secure Parking,Swimming Pool"
WV-3374-RF,15-Dec-14,Apartment,Apartment / Unit / Flat,Sold,"9/71-73 Queens Road, HURSTVILLE NSW 2220",NSW,st_george,Hurstville,2220,21712,"$700,000 ",0,0,2,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Polished Timber Floor, Secure Parking, Terrace-Balcony"
RI-5087-OB,3-Feb-09,Apartment,Apartment / Unit / Flat,Sold,"345/2-4 Powell Street, Waterloo NSW 2017",NSW,eastern_suburbs,Waterloo,2017,46622,"$525,000 ",0,0,2,2,1,0K,
ZH-9068-RB,21-Nov-11,Apartment,Apartment / Unit / Flat,Sold,"20/94a Spofforth Street, Cremorne NSW 2090",NSW,north_shore_lower,Cremorne,2090,12182,"$720,000 ",90.1,0,2,1,1,0K,"Balcony / Patio / Terrace,Bath,Built in Wardrobes,Close to Schools,Close to Shops,Close to Transport,Intercom,Internal Laundry,Lift,Views"
CQ-0365-CY,26-Mar-15,Apartment,Apartment / Unit / Flat,Sold,"55/107 Quay Street, Sydney NSW 2000",NSW,sydney_city,Sydney,2000,41352,"$815,000 ",0,105 sqm,2,2,1,0K,"Air conditioning,Balcony / Deck,Bath,Built in wardrobes,Close To Shops & Transport,Concierge/manager,Ensuite,Formal Lounge,Gym,Intercom,Lift,Modern Kitchen,Secure Parking,Swimming Pool"
,7-Aug-15,Apartment,Apartment / Unit / Flat,Sold,"4/25 Victoria  Avenue, Penshurst NSW 2222",NSW,st_george,Penshurst,2222,35362,"$500,000 ",0,Square sqm,2,1,1,0K,
,6-Dec-16,Apartment,Apartment / Unit / Flat,Sold,"4/11 Wyndham Street, Alexandria NSW 2015",NSW,eastern_suburbs,Alexandria,2015,452,"$700,000 ",0,0,1,1,1,0K,
,14-Jul-15,Apartment,Apartment / Unit / Flat,Sold,"29/128 Lawrence Street, Freshwater NSW 2096",NSW,northern_beaches,Freshwater,2096,63222,"$625,000 ",0,0,2,1,1,0K,"Close to Schools, Close to Shops, Close to Transport, Secure Parking"
A6791834,24-Sep-10,Apartment,Apartment / Unit / Flat,Sold,"111/6 Oxford Street, DARLINGHURST NSW 2010",NSW,eastern_suburbs,Darlinghurst,2010,13272,Price Withheld,0,0,2,1,1,0K,"Internal Laundry, Intercom, Balcony, Fantastic Location, Rooftop Pool, Secure Car Space, Air-conditioning"
,25-Sep-09,Apartment,Apartment / Unit / Flat,Sold,"FT 7/184 Forbes Street, Darlinghurst NSW 2010",NSW,eastern_suburbs,Darlinghurst,2010,13272,"$700,000 ",80,0,1,1,1,0K,"Balcony / Patio / Terrace,Bath,Built in Wardrobes,Close to Schools,Close to Shops,Close to Transport,Concierge / Manager,Garden,Gas,Gym,Intercom,Internal Laundry,Modern Bathroom,Modern Kitchen,Polished TimberFloor,Renovated,Secure parking,Swimming Pool,Tennis Court"
OF-3868-QJ,11-Feb-10,Apartment,Apartment / Unit / Flat,Sold,"37/8 Norman Street, Darlinghurst NSW 2010",NSW,eastern_suburbs,Darlinghurst,2010,13272,"$639,000 ",107,0,2,2,1,0K,
YR-3228-EA,11-Mar-14,Apartment,Apartment / Unit / Flat,Sold,"25/23-27 Linda St, Hornsby NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,"$590,000 ",0,0,2,2,1,0K,
A5921652,8-Apr-11,Apartment,Apartment / Unit / Flat,Sold,"77/53 Cook Road, CENTENNIAL PARK NSW 2021",NSW,eastern_suburbs,Centennial Park,2021,9542,Price Withheld,0,0,2,1,1,0K,"Close to Schools, Close to Shops, Close to Transport, Formal Lounge, Secure Parking, Separate Dining"
CA-5088-DR,30-Aug-13,House,Villa,Sold,"2/64-66 St Georges Road, BEXLEY NSW 2207",NSW,st_george,Bexley,2207,3872,"$540,000 ",0,0,2,1,1,0K,
A5297348,22-Jun-15,Apartment,Apartment / Unit / Flat,Sold,"1/125 Raglan  Street, Mosman NSW 2088",NSW,north_shore_lower,Mosman,2088,30012,"$720,000 ",0,0,2,1,1,0K,"Close to Schools, Close to Shops, Close to Transport, Area Views, Security Access"
QP-1283-XH,21-Sep-09,Apartment,Apartment / Unit / Flat,Sold,"13/232 Longueville Road, LANE COVE NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,"$515,000 ",0,0,2,1,1,0K,
UY-7312-TM,30-Aug-11,Apartment,Apartment / Unit / Flat,Sold,"7/6 Kara Street, RANDWICK NSW 2031",NSW,eastern_suburbs,Randwick,2031,36632,"$615,000 ",0,0,2,1,1,0K,
LQ-0158-VR,24-Aug-16,Apartment,Apartment / Unit / Flat,Sold,"612/317-321 Castlereagh Street, Haymarket NSW 2000",NSW,sydney_city,Haymarket,2000,20682,Price Withheld,110 sqm,0,2,2,1,0K,"Air conditioning,Gym,Indoor Spa,Intercom,Built in wardrobes,Gas,Bath,City Views"
DV-5289-JG,28-Nov-13,Apartment,Apartment / Unit / Flat,Sold,"505D/250 Anzac Parade, Kensington NSW 2033",NSW,eastern_suburbs,Kensington,2033,23092,"$535,000 ",0,0,1,1,1,0K,
EY-3730-DE,7-Jul-14,House,Townhouse,Sold,"3/83 Campsie St, Campsie NSW 2194",NSW,canterbury_bankstown,Campsie,2194,8562,"$520,000 ",0,0,2,1,1,0K,
IP-8161-QV,17-Dec-09,Apartment,Apartment / Unit / Flat,Sold,"103/2 Shoreline Drive, RHODES NSW 2138",NSW,inner_west,Rhodes,2138,37132,"$550,000 ",154,0,2,2,1,0K,"Built-In Wardrobes, Close to Shops, Close to Transport, Formal Lounge, Secure Parking, Terrace-Balcony"
YN-8412-XE,9-Dec-10,Apartment,Apartment / Unit / Flat,Sold,"7/20 Dalleys Road, NAREMBURN NSW 2065",NSW,north_shore_lower,Naremburn,2065,31962,"$560,000 ",0,0,1,1,1,0K,Secure Parking
A18464582,2-Nov-11,Apartment,Apartment / Unit / Flat,Sold,"24/555 Princess Hwy, Rockdale NSW 2216",NSW,st_george,Rockdale,2216,37352,"$515,000 ",0,0,2,2,1,0K,
RZ-5644-PZ,23-Jul-10,Apartment,Apartment / Unit / Flat,Sold,"6 / 25 Pine St, Randwick NSW 2031",NSW,eastern_suburbs,Randwick,2031,36632,"$630,000 ",0,0,2,1,1,0K,
SE-1884-RP,5-Jul-13,Apartment,Apartment / Unit / Flat,Sold,"105/54A Blackwall Point Road, Chiswick NSW 2046",NSW,inner_west,Chiswick,2046,9972,"$665,000 ",0,0,2,2,1,0K,Secure Parking
KO-0943-BQ,11-Nov-14,Apartment,Apartment / Unit / Flat,Sold,"23/110 Wellington Street, Waterloo NSW 2017",NSW,eastern_suburbs,Waterloo,2017,46622,"$530,000 ",0,0,1,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Pets Allowed, Intercom, Security Access"
RD-4744-LH,4-Mar-14,Apartment,Apartment / Unit / Flat,Sold,"4/2 Murray Street, LANE COVE NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,"$590,000 ",0,0,2,1,1,0K,
PF-2173-RF,3-Nov-11,Apartment,Apartment / Unit / Flat,Sold,"62/67 St Marks Road, Randwick NSW 2031",NSW,eastern_suburbs,Randwick,2031,36632,"$515,000 ",0,0,2,1,1,0K,"Two bright bedrooms, b/ins, Sun-soaked living/dining, Open-plan kitchen, Large bathroom with bath, Secure parking with lift, Ample visitor parking, Wide hallway, large windows, Excellent condition with scope"
,20-Dec-14,Apartment,Apartment / Unit / Flat,Sold,"1/80 Barcom Avenue, DARLINGHURST NSW 2010",NSW,eastern_suburbs,Darlinghurst,2010,13272,"$730,000 ",0,0,1,1,1,0K,
VO-2494-WY,4-Jun-10,Apartment,Apartment / Unit / Flat,Sold,"11/655A Pacific Highway, CHATSWOOD NSW 2067",NSW,north_shore_lower,Chatswood,2067,9782,"$660,000 ",0,0,2,2,2,0K,
XR-3857-WL,12-Oct-13,Apartment,Apartment / Unit / Flat,Sold,"6/57-63 Fairlight Street, FIVE DOCK NSW 2046",NSW,inner_west,Five Dock,2046,17052,"$655,000 ",0,0,2,2,1,0K,
NX-9925-IB,4-Mar-13,Apartment,Apartment / Unit / Flat,Sold,"5/50 Shadforth Street, MOSMAN NSW 2088",NSW,north_shore_lower,Mosman,2088,30012,"$640,000 ",0,0,2,1,1,0K,
ND-4354-RX,24-May-14,Apartment,Apartment / Unit / Flat,Sold,"3/36 Bembridge St, Carlton NSW 2218",NSW,st_george,Carlton,2218,8952,"$595,100 ",0,0,2,1,2,0K,
OJ-6720-XU,20-Oct-10,Apartment,Apartment / Unit / Flat,Sold,"21/2-14 Pacific Street, Bronte NSW 2024",NSW,eastern_suburbs,Bronte,2024,6552,"$650,000 ",0,0,2,1,1,0K,
