propertyId,date sold,primaryPropertyType,secondaryPropertyType,primaryCategory,address,state,locarea,suburb,postcode,suburbId,price,buildingsize,landsize,bedrooms,bathrooms,parking,medianPrice,propertyFeatures
NO-0096-NV,7-Jul-16,Apartment,Apartment / Unit / Flat,Sold,"14/15 Kingsway, Dee Why NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$821,000 ",124,0,2,2,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Ensuite"
HW-3181-NJ,30-Apr-16,Apartment,Apartment / Unit / Flat,Sold,"2/39 Chandos Street, Ashfield NSW 2131",NSW,inner_west,Ashfield,2131,1212,"$733,000 ",0,0,2,1,1,0K,
JS-9017-NH,23-Jul-14,Apartment,Apartment / Unit / Flat,Sold,"459/83-93 Dalmeny Avenue, ROSEBERY NSW 2018",NSW,eastern_suburbs,Rosebery,2018,37622,"$650,000 ",0,0,2,2,1,0K,"Built-In Wardrobes, Pool, Secure Parking, Terrace-Balcony"
A6666326,23-Jun-15,Apartment,Apartment / Unit / Flat,Sold,"5/82 High Street, MASCOT NSW 2020",NSW,eastern_suburbs,Mascot,2020,27742,"$590,000 ",71,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Secure Parking"
,25-Sep-07,Apartment,Apartment / Unit / Flat,Sold,"19/44 Marine Parade, Maroubra NSW 2035",NSW,eastern_suburbs,Maroubra,2035,27512,"$590,000 ",0,0,2,1,1,0K,Secure Parking
BJ-2310-EC,13-Jan-12,Apartment,Apartment / Unit / Flat,Sold,"29/6 Nile Close, Marsfield NSW 2122",NSW,northern_suburbs,Marsfield,2122,27602,"$500,000 ",0,0,2,2,1,0K,
,16-Oct-14,Apartment,Apartment / Unit / Flat,Sold,"723/18  Bonar Street, Arncliffe NSW 2205",NSW,st_george,Arncliffe,2205,1072,"$500,000 ",66 sqm,80 sqm,1,1,1,0K,"Air conditioning,Balcony / Deck,Bath,Broadband internet access,Built in wardrobes,Cable or Satellite,Dishwasher,Energy efficient appliances,Floorboards,Garden / Courtyard,Gas,Gym,Heating,Indoor Spa,Intercom,Internal Laundry,Pets allowed,Secure Parking,Study,Swimming Pool"
AT-4318-FK,4-Sep-15,Apartment,Apartment / Unit / Flat,Sold,"7/559 Victoria Road, Ryde NSW 2112",NSW,northern_suburbs,Ryde,2112,38132,"$590,000 ",0,0,2,1,1,0K,Secure Parking
OP-9030-ML,10-Nov-16,Apartment,Apartment / Unit / Flat,Sold,"6/387 Alfred Street, Neutral Bay NSW 2089",NSW,north_shore_lower,Neutral Bay,2089,32332,"$680,000 ",0,0,1,1,1,0K,
,11-Jul-11,Apartment,Apartment / Unit / Flat,Sold,"9/44-50 Cassia Street, DEE WHY NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$615,000 ",0,0,2,1,2,0K,"Built-In Wardrobes, Close to Schools, Close to Transport, Secure Parking, Terrace-Balcony"
BO-5543-AQ,29-Oct-10,Apartment,Apartment / Unit / Flat,Sold,"23/302 Burns Bay Road, LANE COVE NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,"$532,200 ",0,0,2,1,1,0K,
,17-Dec-16,Apartment,Apartment / Unit / Flat,Sold,"310/76-82 Gordon Crescent, Lane Cove NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,Price Withheld,0,0,1,1,1,0K,
GT-9269-PJ,1-Oct-15,Apartment,Apartment / Unit / Flat,Sold,"65/313 Harris St, Pyrmont NSW 2009",NSW,sydney_city,Pyrmont,2009,36382,"$620,000 ",70,0,1,1,1,0K,
EM-7568-YM,7-Dec-12,Apartment,Apartment / Unit / Flat,Sold,"1/57 Walton Crescent, ABBOTSFORD NSW 2046",NSW,inner_west,Abbotsford,2046,32,"$717,500 ",0,0,2,2,2,0K,
ZK-6510-RO,7-Nov-13,House,Townhouse,Sold,"16/6-12 Nursery Street, HORNSBY NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,"$637,000 ",0,0,2,1,2,0K,"Close to Schools, Close to Shops, Close to Transport, Internal Laundry, Modern Bathroom, Modern Kitchen, Alarm System, Balcony / Patio / Terrace, Bath, Built in Wardobes, Decking, Dishwasher, Fenced Back Yard, Gas, Remote Control Garaging, Security Screens, Walk-In-Robes"
,3-Feb-16,Apartment,Apartment / Unit / Flat,Sold,"18/2 Evelyn Avenue, Concord NSW 2137",NSW,inner_west,Concord,2137,11092,"$610,000 ",0,0,2,1,1,0K,
XY-6720-KL,22-Nov-13,Apartment,Apartment / Unit / Flat,Sold,"26/63 Pacific Parade, Dee Why NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$500,000 ",0,0,2,1,1,0K,
A5571959,31-Mar-15,Apartment,Apartment / Unit / Flat,Sold,"2/851 Anzac Parade, MAROUBRA NSW 2035",NSW,eastern_suburbs,Maroubra,2035,27512,"$725,000 ",0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony"
,2-May-12,Apartment,Apartment / Unit / Flat,Sold,"9/14 Ronald Avenue :-), Freshwater NSW 2096",NSW,northern_beaches,Freshwater,2096,63222,"$610,000 ",0,0,2,1,1,0K,"Air conditioning,Built in wardrobes,Dishwasher,Internal Laundry"
WG-4418-IP,23-Mar-17,Apartment,Apartment / Unit / Flat,Sold,"29/626 Mowbray Road, Lane Cove NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,"$825,000 ",0,0,2,2,1,0K,
A16587102,8-Aug-11,Apartment,Apartment / Unit / Flat,Sold,"3/10 Oaks Avenue, Dee Why NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$550,000 ",0,0,2,2,1,0K,Secure Parking
DH-9669-RH,23-Jul-15,Apartment,Apartment / Unit / Flat,Sold,"114/6 Baywater Drive, Wentworth Point NSW 2127",NSW,inner_west,Wentworth Point,2127,21272,"$535,000 ",0,0,1,1,1,0K,
,16-Feb-15,Apartment,Apartment / Unit / Flat,Sold,"8/38 Centennial Avenue, LANE COVE NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,"$650,000 ",0,0,2,1,1,0K,
JV-7942-BS,10-Dec-12,Apartment,Apartment / Unit / Flat,Sold,"323/303 Castlereagh St, Sydney NSW 2000",NSW,sydney_city,Sydney,2000,41352,"$673,000 ",0,0,2,2,1,0K,
PV-0501-TC,18-Sep-08,Apartment,Apartment / Unit / Flat,Sold,"80/9 Herbert Street, St Leonards NSW 2065",NSW,north_shore_lower,St Leonards,2065,40382,"$599,950 ",108,0,2,2,1,0K,"2 Separate Balconies,Air Conditioning/Heating,Balcony / Patio / Terrace,Bath,Built in Wardrobes,Built-In Wardrobes,Close to Schools,Close to Shops,Close to Transport,Ensuite,Ensuite(s),Gym,Intercom,Internal Laundry,Lift,Modern Bathroom,Modern Kitchen,Parking,Pool,Security,Spa,Swimming Pool,Views"
,11-Sep-13,Apartment,Apartment / Unit / Flat,Sold,"6512/177-219 Mitchell Road, ERSKINEVILLE NSW 2043",NSW,inner_west,Erskineville,2043,15982,"$620,000 ",0,0,2,2,1,0K,"Built-In Wardrobes,Close to Schools,Close to Shops,Close to Transport,Secure Parking,Terrace-Balcony"
QU-4933-FE,19-Dec-12,Apartment,Apartment / Unit / Flat,Sold,"32/88 Wycombe Road, NEUTRAL BAY NSW 2089",NSW,north_shore_lower,Neutral Bay,2089,32332,"$617,500 ",0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Terrace-Balcony"
,22-Mar-12,Apartment,Apartment / Unit / Flat,Sold,"307/12 Danks St (or enter 169 Phillip St), Waterloo NSW 2017",NSW,eastern_suburbs,Waterloo,2017,46622,"$725,000 ",135,0,2,2,1,0K,"Balcony / Deck,Bath,Broadband internet access,Built in wardrobes,Cable or Satellite,Dishwasher,Ensuite,Ensuite(s),Gas,Intercom,Internal Laundry,Pets allowed,Secure Parking"
KI-8389-FV,10-Apr-15,Apartment,Apartment / Unit / Flat,Sold,"10/98 Ourimbah Road, MOSMAN NSW 2088",NSW,north_shore_lower,Mosman,2088,30012,"$735,000 ",0,0,2,1,1,0K,
A18028562,25-May-12,Apartment,Apartment / Unit / Flat,Sold,"46/41 Wright Street, HURSTVILLE NSW 2220",NSW,st_george,Hurstville,2220,21712,Price Withheld,0,0,2,2,1,0K,"Built-In Wardrobes,Close to Schools,Close to Shops,Close to Transport,Secure Parking,Terrace-Balcony"
OB-7209-AL,14-May-16,Apartment,Apartment / Unit / Flat,Sold,"10/54 Hornsey Street, Rozelle NSW 2039",NSW,inner_west,Rozelle,2039,37942,"$545,000 ",0,0,1,1,1,0K,
PP-7658-YT,30-Apr-16,Apartment,Apartment / Unit / Flat,Sold,"3/56a Park St, Narrabeen NSW 2101",NSW,northern_beaches,Narrabeen,2101,32002,"$890,000 ",0,0,2,2,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge, Garden, Secure Parking, Terrace-Balcony"
,5-Feb-16,Apartment,Apartment / Unit / Flat,Sold,"49 Bexley Rd, Campsie NSW 2194",NSW,canterbury_bankstown,Campsie,2194,8562,"$555,000 ",0,0,2,1,1,0K,
MA-1091-DV,11-Dec-14,Apartment,Apartment / Unit / Flat,Sold,"2/78 Shadforth Street, MOSMAN NSW 2088",NSW,north_shore_lower,Mosman,2088,30012,"$580,000 ",0,0,1,1,1,0K,
A5545864,9-Dec-13,House,House,Sold,"2/30-40 Bray Street, ERSKINEVILLE NSW 2043",NSW,inner_west,Erskineville,2043,15982,"$682,000 ",0,0,2,1,1,0K,
A6664806,27-Oct-11,Apartment,Apartment / Unit / Flat,Sold,"10/14 Morgan Street, Botany NSW 2019",NSW,eastern_suburbs,Botany,2019,5802,"$510,000 ",0,0,2,1,1,0K,Secure Parking
CD-8092-SD,9-Sep-16,Apartment,Apartment / Unit / Flat,Sold,"112/30 Ferntree Place, Epping NSW 2121",NSW,northern_suburbs,Epping,2121,15852,"$783,000 ",126,126 sqm,2,2,1,0K,"Air Conditioning, Heating, Ensuite, Gym, Intercom, Swimming Pool, Balcony / Deck, Built in wardrobes, Dishwasher"
MW-5080-MN,20-Sep-14,Apartment,Apartment / Unit / Flat,Sold,"12/49-51 Helena Street, Randwick NSW 2031",NSW,eastern_suburbs,Randwick,2031,36632,"$753,000 ",0,0,2,1,1,0K,
A5626681,24-May-11,Apartment,Apartment / Unit / Flat,Sold,"27/114 SPIT ROAD, MOSMAN NSW 2088",NSW,north_shore_lower,Mosman,2088,30012,"$566,000 ",0,0,2,1,1,0K,
AZ-8365-FM,28-Jul-14,Apartment,Apartment / Unit / Flat,Sold,"1/30 Pacific Parade, Dee Why NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$555,000 ",82,0,1,1,1,0K,"Air Conditioning, Close to Shops, Close to Transport, Internal Laundry, Intercom, Balcony, Gas Heating, Gas Hot Water, Building Security, Close to Beach"
A5411330,28-Nov-13,Apartment,Apartment / Unit / Flat,Sold,"12/33 Addison Road, MANLY NSW 2095",NSW,northern_beaches,Manly,2095,27222,"$746,500 ",0,0,2,1,1,0K,"Close to Schools, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony"
ZD-2645-QI,4-Mar-14,Apartment,Apartment / Unit / Flat,Sold,"3B/74 Prince Street, MOSMAN NSW 2088",NSW,north_shore_lower,Mosman,2088,30012,"$645,000 ",0,0,2,1,1,0K,
SQ-8782-SV,26-Nov-13,Apartment,Apartment / Unit / Flat,Sold,"Quay Street, Sydney NSW 2000",NSW,sydney_city,Sydney,2000,41352,Price Withheld,0,100 sqm,2,2,1,0K,"Air conditioning,Balcony / Deck,Bath,Built in wardrobes,City Views,Close To Transport & Shops & Schools,Concierge/manager,Gym,Indoor Spa,Intercom,Internal Laundry,Lift,Modern Kitchen & Bathroom,Storage,Swimming Pool,Tennis Court"
EM-0921-RN,13-Apr-16,Apartment,Apartment / Unit / Flat,Sold,"14/14-16 Weigand Avenue, Bankstown NSW 2200",NSW,canterbury_bankstown,Bankstown,2200,2102,"$500,000 ",0,0,2,1,2,0K,"Balcony / Deck, Built in wardrobes"
SJ-0049-SM,6-Jun-15,Apartment,Apartment / Unit / Flat,Sold,"7/76 Kings Road, Five Dock NSW 2046",NSW,inner_west,Five Dock,2046,17052,"$690,000 ",0,0,2,1,1,0K,"Balcony / Deck,Secure parking,Internal Laundry,Air conditioning"
IE-8467-SE,9-Mar-17,Apartment,Apartment / Unit / Flat,Sold,"5/86 Hunter  Street, Hornsby NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,"$622,000 ",67,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Transport"
RQ-7021-VU,10-Nov-16,Apartment,Apartment / Unit / Flat,Sold,"27/24 Campbell Street, Parramatta NSW 2150",NSW,parramatta,Parramatta,2150,35042,"$581,000 ",0,0,2,2,1,0K,"Air Conditioning, Intercom, Balcony / Deck"
KT-0030-CK,2-Oct-13,Apartment,Apartment / Unit / Flat,Sold,"1/119-123 Regatta Road, CANADA BAY NSW 2046",NSW,inner_west,Canada Bay,2046,8602,"$691,000 ",0,0,2,1,2,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Polished Timber Floor, Secure Parking, Terrace-Balcony, Private Garden/ Courtyard"
A5939148,5-Nov-13,Apartment,Apartment / Unit / Flat,Sold,"8/366 Great North Road, ABBOTSFORD NSW 2046",NSW,inner_west,Abbotsford,2046,32,Price Withheld,0,0,2,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Shops, Close to Transport, Terrace-Balcony"
SY-5161-MW,23-Nov-10,House,Townhouse,Sold,"13/10-16 Forbes Street, HORNSBY NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,"$530,000 ",0,0,2,1,1,0K,
CP-0621-JI,26-Oct-13,Apartment,Apartment / Unit / Flat,Sold,"11/13-15 Tintern Road, Ashfield NSW 2131",NSW,inner_west,Ashfield,2131,1212,"$595,000 ",0,0,2,1,1,0K,
IP-0251-MG,27-May-17,Apartment,Apartment / Unit / Flat,Sold,"3/1 Beazley Street, Ryde NSW 2112",NSW,northern_suburbs,Ryde,2112,38132,"$828,000 ",0,0,2,2,1,0K,Secure Parking
KQ-6765-KX,12-Nov-13,Apartment,Apartment / Unit / Flat,Sold,"2/5-7 May Street, HORNSBY NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,"$545,000 ",0,0,2,2,1,0K,"Built-In Wardrobes, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony, Extra Large Balcony"
XG-7563-LA,18-Jun-14,Apartment,Apartment / Unit / Flat,Sold,"4/19 Ralston  Street, Lane Cove NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,"$643,000 ",0,0,2,1,1,0K,
WW-0711-UY,30-Nov-12,House,Townhouse,Sold,"154/1 Windward Pde, CHISWICK NSW 2046",NSW,inner_west,Chiswick,2046,9972,"$770,000 ",0,0,2,2,2,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Polished Timber Floor, Pool, Security Alarm, Secure Parking, Terrace-Balcony, Resort style facilities"
UN-9291-IS,11-Nov-11,Apartment,Apartment / Unit / Flat,Sold,"1/3 Durham Close, MACQUARIE PARK NSW 2113",NSW,northern_suburbs,Macquarie Park,2113,26812,"$510,000 ",0,0,2,1,1,0K,
OB-8126-XS,3-Oct-13,House,House,Sold,"72 Ettalong Road, Greystanes NSW 2145",NSW,parramatta,Greystanes,2145,19602,"$560,000 ",0,0,2,1,1,0K,
UN-4348-AJ,21-Aug-13,House,Townhouse,Sold,BAULKHAM HILLS NSW 2153,NSW,hills,Baulkham Hills,2153,2642,"$530,000 ",0,0,2,2,1,0K,
GC-7287-DN,13-Aug-16,Apartment,Apartment / Unit / Flat,Sold,"46/211 Waterloo Road, Marsfield NSW 2122",NSW,northern_suburbs,Marsfield,2122,27602,"$635,000 ",0,0,2,1,1,0K,
CD-2058-WZ,31-Jan-17,Apartment,Apartment / Unit / Flat,Sold,"2/6-8 College Crescent, Hornsby NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,"$630,000 ",0,0,2,2,1,0K,
CU-3201-XM,8-Sep-10,Apartment,Apartment / Unit / Flat,Sold,"14/510 Miller Street, CAMMERAY NSW 2062",NSW,north_shore_lower,Cammeray,2062,8512,"$525,000 ",0,0,1,2,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Polished Timber Floor, Secure Parking, Terrace-Balcony"
CI-2899-EZ,10-Aug-16,Apartment,Apartment / Unit / Flat,Sold,"2/144 Ocean Street, Narrabeen NSW 2101",NSW,northern_beaches,Narrabeen,2101,32002,"$875,000 ",0,0,2,1,1,0K,
ZF-0651-SL,15-Nov-16,Apartment,Apartment / Unit / Flat,Sold,"28/316 Pacific Highway, Lane Cove NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,"$890,000 ",0,0,2,1,2,0K,
,3-Sep-08,Apartment,Apartment / Unit / Flat,Sold,"7/64 Penkivil Street, Bondi NSW 2026",NSW,eastern_suburbs,Bondi,2026,5272,"$500,000 ",0,0,1,1,1,0K,Secure Parking
,4-Aug-16,Apartment,Apartment / Unit / Flat,Sold,"B113/1 Ave. of Europe, Newington NSW 2127",NSW,inner_west,Newington,2127,32572,"$550,000 ",0,0,1,1,1,0K,"Air conditioning,Gym,Intercom,Built in wardrobes,Internal Laundry,Gas,Dishwasher,Study,Secure Parking,Balcony / Deck,Swimming Pool,Garden / Courtyard"
EU-9106-OO,28-Nov-16,Apartment,Apartment / Unit / Flat,Sold,"6/12-16 Belmore Street, Burwood NSW 2134",NSW,inner_west,Burwood,2134,7832,"$703,000 ",0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Intercom, Lift Installed"
A5034771,24-Sep-08,House,House,Sold,"70 Wakehurst Parkway, Narrabeen NSW 2101",NSW,northern_beaches,Narrabeen,2101,32002,"$600,000 ",0,526 sqm,2,1,2,0K,"Balcony / Patio / Terrace,Close to Schools,Close to Shops,Close to Transport,Garden,Gas,Internal Laundry,Pets Allowed,Quiet Location"
TT-3234-EC,3-May-14,Apartment,Apartment / Unit / Flat,Sold,"1004B/8 Cowper Street, Parramatta NSW 2150",NSW,parramatta,Parramatta,2150,35042,"$589,000 ",0,0,2,2,1,0K,"Air conditioning,Balcony / Deck,Built in wardrobes,Ensuite,Gas,Gym,Indoor Spa,Intercom,Internal Laundry,Secure Parking,Swimming Pool"
MA-2482-EU,7-May-10,Apartment,Apartment / Unit / Flat,Sold,"Unit 118/1 Katherine Street, CHATSWOOD NSW 2067",NSW,north_shore_lower,Chatswood,2067,9782,"$725,000 ",0,0,2,2,1,0K,
XA-4519-MY,2-Jun-15,Apartment,Apartment / Unit / Flat,Sold,"11/70 Lane Street, Wentworthville NSW 2145",NSW,parramatta,Wentworthville,2145,47052,"$530,000 ",0,105 sqm,2,1,1,0K,
OO-8342-UU,13-May-16,Apartment,Apartment / Unit / Flat,Sold,"16/51A-53 High Street, Parramatta NSW 2150",NSW,parramatta,Parramatta,2150,35042,"$610,000 ",0,0,2,2,1,0K,
GL-0973-VX,25-Sep-12,Apartment,Apartment / Unit / Flat,Sold,"9/61 Wycombe Road, NEUTRAL BAY NSW 2089",NSW,north_shore_lower,Neutral Bay,2089,32332,"$595,000 ",0,0,2,1,1,0K,
,16-Jan-15,Apartment,Apartment / Unit / Flat,Sold,"D507/8 Saunders Close, MACQUARIE PARK NSW 2113",NSW,northern_suburbs,Macquarie Park,2113,26812,"$590,000 ",0,0,1,1,1,0K,
,24-Mar-15,Apartment,Apartment / Unit / Flat,Sold,"15/26-30 Epsom Road, Zetland NSW 2017",NSW,eastern_suburbs,Zetland,2017,50432,Price Withheld,0,0,1,1,1,0K,
XU-6420-BD,9-Dec-14,Apartment,Apartment / Unit / Flat,Sold,"19/21 Blaxland Avenue, Newington NSW 2127",NSW,inner_west,Newington,2127,32572,"$660,000 ",0,0,2,2,1,0K,"Air conditioning,Ensuite,Alarm System,Intercom,Built in wardrobes,Internal Laundry,Gas,Broadband internet access,Bath,Heating,Dishwasher,North Facing,Ground floor,Swimming Pool,Garden / Courtyard,Secure Parking"
JS-8375-DF,18-Mar-16,Apartment,Apartment / Unit / Flat,Sold,"9/1 Boorima Place, Cronulla NSW 2230",NSW,sutherland,Cronulla,2230,12262,"$710,000 ",0,0,2,1,1,0K,
PF-9019-PF,10-Sep-13,Apartment,Apartment / Unit / Flat,Sold,"117/8 Ashton St, Rockdale NSW 2216",NSW,st_george,Rockdale,2216,37352,"$570,000 ",0,0,2,2,2,0K,"Air conditioning,Balcony / Deck,Ensuite,Floorboards,Gas,Gym,Swimming Pool,Tennis Court"
,29-Nov-11,Apartment,Apartment / Unit / Flat,Sold,"E104/10-16 Marquet Street, Rhodes, Rhodes NSW 2138",NSW,inner_west,Rhodes,2138,37132,"$518,000 ",0,0,2,1,1,0K,
MQ-0915-PI,7-Nov-13,House,Terrace,Sold,"27 Junction  Street, Forest Lodge NSW 2037",NSW,inner_west,Forest Lodge,2037,17252,"$835,000 ",0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Area Views"
CZ-6736-VB,12-Mar-10,Apartment,Apartment / Unit / Flat,Sold,"71/69 Allen Street, LEICHHARDT NSW 2040",NSW,inner_west,Leichhardt,2040,25302,"$550,000 ",0,0,2,1,1,0K,Secure Parking
A31520392,5-Aug-13,Apartment,Apartment / Unit / Flat,Sold,"14/10 Jenner Street, Little Bay NSW 2036",NSW,eastern_suburbs,Little Bay,2036,25862,"$587,500 ",0,0,1,1,1,0K,
DS-3187-BL,17-Oct-15,Apartment,Apartment / Unit / Flat,Sold,"64/6-8 Frances Street, Randwick NSW 2031",NSW,eastern_suburbs,Randwick,2031,36632,"$820,000 ",0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Polished Timber Floor, Pool, Secure Parking, Terrace-Balcony"
EF-9605-XB,7-May-10,Apartment,Apartment / Unit / Flat,Sold,"16/240 Pacific Highway, GREENWICH NSW 2065",NSW,north_shore_lower,Greenwich,2065,19472,"$550,000 ",0,0,2,1,2,0K,
,23-Jun-16,Apartment,Apartment / Unit / Flat,Sold,"10/45 Howard Avenue, Dee Why NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$560,000 ",0,0,1,1,1,0K,Secure Parking
BM-7430-BQ,22-Aug-16,Apartment,Apartment / Unit / Flat,Sold,"8/23 Gladstone Avenue, Ryde NSW 2112",NSW,northern_suburbs,Ryde,2112,38132,"$580,000 ",0,0,2,1,1,0K,Secure Parking
BC-2597-RG,23-Aug-16,Apartment,Apartment / Unit / Flat,Sold,"3/1-3 Kulgoa Avenue, Ryde NSW 2112",NSW,northern_suburbs,Ryde,2112,38132,"$540,000 ",0,0,1,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Ensuite, Pets Allowed, Intercom, Car Parking - Surface, Openable Windows"
UE-8563-IQ,24-Jul-15,House,Townhouse,Sold,"9/167 First Avenue, Five Dock NSW 2046",NSW,inner_west,Five Dock,2046,17052,"$840,000 ",0,162 sqm,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Ensuite, Intercom, Car Parking - Basement"
EO-3773-KY,12-Nov-15,Apartment,Apartment / Unit / Flat,Sold,"1/114 Pacific Parade, Dee Why NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$870,000 ",0,0,2,2,1,0K,"Close to Shops, Close to Transport, Internal Laundry, Intercom, Balcony, Building Security, Close to Beach"
,12-Aug-15,Apartment,Apartment / Unit / Flat,Sold,"4/44 Harris Street, HARRIS PARK NSW 2150",NSW,parramatta,Harris Park,2150,20422,"$615,000 ",0,0,2,2,1,0K,
XH-7053-VO,18-Apr-16,Apartment,Apartment / Unit / Flat,Sold,"7/8-10 Jersey Avenue, Mortdale NSW 2223",NSW,st_george,Mortdale,2223,29922,"$640,000 ",0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony"
NI-1212-SP,30-Apr-16,Apartment,Apartment / Unit / Flat,Sold,"15/58 Talara Road, Gymea NSW 2227",NSW,sutherland,Gymea,2227,20002,"$725,000 ",0,0,2,1,1,0K,
EH-0101-XF,25-Apr-16,Apartment,Apartment / Unit / Flat,Sold,"3/98 Ben Boyd Road, Neutral Bay NSW 2089",NSW,north_shore_lower,Neutral Bay,2089,32332,"$733,000 ",0,0,1,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Intercom, City Views, Security Access"
QM-3635-MS,14-Mar-17,Apartment,Apartment / Unit / Flat,Sold,"14/3-7 William Street, North Parramatta NSW 2151",NSW,parramatta,North Parramatta,2151,33282,"$650,000 ",126,0,2,1,1,0K,"Air Conditioning,Built-In Wardrobes,Close to Schools,Close to Shops,Close to Transport,Secure Parking,Terrace-Balcony"
,23-Jul-16,Apartment,Apartment / Unit / Flat,Sold,"22/3 Bradley Place, Liberty Grove NSW 2138",NSW,inner_west,Liberty Grove,2138,25512,"$785,000 ",132,0,2,2,1,0K,"Air Conditioning, Heating, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Ensuite, Pool, Intercom, Area Views, Tennis Court, Security Access, Car Parking - Basement"
WN-6053-SL,15-Feb-13,Apartment,Apartment / Unit / Flat,Sold,"16/334 BAY STREET, BRIGHTON-LE-SANDS NSW 2216",NSW,st_george,Brighton-Le-Sands,2216,6332,"$517,500 ",0,0,2,2,1,0K,"Close to Schools, Close to Transport, Ensuite, Balcony, Storage, Built-In-Robes, Dishwasher, Waterview"
UR-4970-GO,13-Dec-14,Apartment,Apartment / Unit / Flat,Sold,"5/221 Darley Road, RANDWICK NSW 2031",NSW,eastern_suburbs,Randwick,2031,36632,"$855,000 ",0,0,2,1,1,0K,"Balcony / Deck,Built in wardrobes,Dishwasher,Gas"
SC-6211-OM,2-Jun-14,Apartment,Apartment / Unit / Flat,Sold,"1/12-14 Epping Road, LANE COVE NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,"$515,000 ",0,0,2,1,1,0K,"Close to Schools, Close to Transport, Renovated, Storage, Built-In-Robes"
GZ-5970-UK,19-Nov-15,Apartment,Apartment / Unit / Flat,Sold,"506/117 Murray Street, Pyrmont NSW 2009",NSW,sydney_city,Pyrmont,2009,36382,"$882,000 ",0,0,2,2,1,0K,
A5579075,17-Dec-10,Apartment,Apartment / Unit / Flat,Sold,"20/2 Levy Walk, Zetland NSW 2017",NSW,eastern_suburbs,Zetland,2017,50432,"$570,000 ",0,0,2,2,1,0K,Ensuite(s)
A5644792,10-Dec-10,Apartment,Apartment / Unit / Flat,Sold,"3/112 Victoria Street, Potts Point NSW 2011",NSW,eastern_suburbs,Potts Point,2011,35982,"$550,000 ",0,0,2,1,1,0K,
YO-9950-LW,25-Sep-15,Apartment,Apartment / Unit / Flat,Sold,"8/133 Harrow Road, Kogarah NSW 2217",NSW,st_george,Kogarah,2217,24012,"$732,000 ",0,0,2,2,1,0K,
MV-4344-YG,14-Aug-15,Apartment,Apartment / Unit / Flat,Sold,"6/19 Ramsay Street, COLLAROY NSW 2097",NSW,northern_beaches,Collaroy,2097,10672,"$825,000 ",0,0,2,2,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge, Garden, Polished Timber Floor, Pool, Secure Parking, Separate Dining, Terrace-Balcony, low strata, quality complex"
