propertyId,date sold,primaryPropertyType,secondaryPropertyType,primaryCategory,address,state,locarea,suburb,postcode,suburbId,price,buildingsize,landsize,bedrooms,bathrooms,parking,medianPrice,propertyFeatures
A28352582,18 Dec 2014,Apartment,Apartment / Unit / Flat,Sold,"11/78 Wyuna Avenue, Freshwater NSW 2096",NSW,northern_beaches,Freshwater,2096,63222,"$539,000",0,59 sqm,1,1,1,0K,Secure Parking
HH-5568-MR,18 Feb 2017,Apartment,Apartment / Unit / Flat,Sold,"2415/62-72 Queen Street, Auburn NSW 2144",NSW,parramatta,Auburn,2144,1302,"$510,000",0,0,2,2,1,0K,Secure Parking
SO-1906-SV,31 Jul 2013,House,Villa,Sold,"6/186-190 Bath Road, KIRRAWEE NSW 2232",NSW,sutherland,Kirrawee,2232,23902,"$555,000",0,0,2,1,1,0K,
JQ-3393-TM,20 Oct 2015,Apartment,Apartment / Unit / Flat,Sold,"1/26 Kurnell Road, Cronulla NSW 2230",NSW,sutherland,Cronulla,2230,12262,"$634,000",0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Intercom"
VN-9512-FV,04 Dec 2015,Apartment,Apartment / Unit / Flat,Sold,"29/34 Gerard Street, Cremorne NSW 2090",NSW,north_shore_lower,Cremorne,2090,12182,"$660,000",71,0,1,1,1,0K,"Built-In Wardrobes, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony"
A6084198,16 Jan 2015,Apartment,Apartment / Unit / Flat,Sold,"16/68-70 Pacific Parade, Dee Why NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$592,300",0,0,2,1,1,0K,"Close to Shops, Close to Transport, Internal Laundry, Intercom, Balcony, Building Security, District Views, Close to Beach"
,08 Sep 2014,,,,,,,,,,,,,,,,,
,26 Sep 2009,Apartment,Apartment / Unit / Flat,Sold,"1/42 Ewos Parade, CRONULLA NSW 2230",NSW,sutherland,Cronulla,2230,12262,"$587,000",0,0,2,2,2,0K,
ZL-9894-FY,08 Jul 2015,Apartment,Apartment / Unit / Flat,Sold,"14/24 Hornsey Road, Homebush West NSW 2140",NSW,inner_west,Homebush West,2140,21292,"$540,800",0,0,2,1,1,0K,
NP-8330-XN,12 May 2014,Apartment,Apartment / Unit / Flat,Sold,"13/1-3 Sturdee Parade, Dee Why NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$565,000",91,0,2,2,1,0K,
FM-6682-ZZ,21 Mar 2017,Apartment,Apartment / Unit / Flat,Sold,"24/69 Elizabeth Drive, Liverpool NSW 2170",NSW,liverpool_fairfield,Liverpool,2170,25992,"$550,000",0,0,2,1,1,0K,"Built in wardrobes,Balcony / Deck"
CX-1110-LB,08 Apr 2015,Apartment,Apartment / Unit / Flat,Sold,"1/20 Mooramba Road, DEE WHY NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$749,000",0,0,2,2,1,0K,
,13 Sep 2012,Apartment,Apartment / Unit / Flat,Sold,"2/17 Bridgend, Wollstonecraft NSW 2065",NSW,north_shore_lower,Wollstonecraft,2065,48722,"$580,000",0,0,2,1,1,0K,
FE-8216-NB,16 Aug 2011,Apartment,Apartment / Unit / Flat,Sold,Cronulla NSW 2230,NSW,sutherland,Cronulla,2230,12262,"$525,000",0,0,2,1,2,0K,Spacious open plan unit<br/>Modern security complex<br/>Entertainer's balcony<br/>Modern open plan kitchen<br/>Bedrooms with built-ins<br/>Tandem lock up garage
AJ-4509-DP,26 Oct 2013,House,House,Sold,"17 Rose St, PUNCHBOWL NSW 2196",NSW,canterbury_bankstown,Punchbowl,2196,36252,"$533,000",0,0,2,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge, Garden, Polished Timber Floor, Secure Parking, Separate Dining, Terrace-Balcony"
ZN-3785-ZN,18 Jun 2012,Apartment,Apartment / Unit / Flat,Sold,"8/22 Allison Road, CRONULLA NSW 2230",NSW,sutherland,Cronulla,2230,12262,"$600,000",116,0,2,2,1,0K,"Close to Schools, Close to Transport, Ensuite, Balcony, Built-in-robe, Coastal, Combined lounge and dining, Dishwasher, Lift in building, Security Block"
,21 Jun 2016,,,,,,,,,,,,,,,,,
,10 Mar 2010,Apartment,Apartment / Unit / Flat,Sold,"3404/14 Sturdee Parade, DEE WHY NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,Price Withheld,0,0,2,2,1,0K,
PE-5543-WQ,12 May 2010,Apartment,Apartment / Unit / Flat,Sold,"29/21-27 Holborn Avenue, DEE WHY NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$540,000",0,0,2,1,2,0K,
LW-1943-SO,14 Mar 2014,Apartment,Apartment / Unit / Flat,Sold,"108/1-3 Beresford Road, Strathfield NSW 2135",NSW,inner_west,Strathfield,2135,40782,"$600,000",0,0,2,2,2,0K,
TB-8536-TL,28 Mar 2014,Apartment,Apartment / Unit / Flat,Sold,"3/5 Lachlan Avenue, MACQUARIE PARK NSW 2113",NSW,northern_suburbs,Macquarie Park,2113,26812,"$560,000",0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Polished Timber Floor, Secure Parking, Terrace-Balcony"
,24 Feb 2015,Apartment,Apartment / Unit / Flat,Sold,"8/23-25 Gover Street, Peakhurst NSW 2210",NSW,st_george,Peakhurst,2210,35152,Price Withheld,0,0,2,1,1,0K,
,28 Apr 2015,,,,,,,,,,,,,,,,,
A7376648,22 Apr 2013,Apartment,Apartment / Unit / Flat,Sold,"2/20 Birkley Road, MANLY NSW 2095",NSW,northern_beaches,Manly,2095,27222,"$651,888",0,0,2,1,1,0K,Secure Parking
YG-9800-UO,05 Apr 2017,Apartment,Apartment / Unit / Flat,Sold,"11/143 Raglan Street, Mosman NSW 2088",NSW,north_shore_lower,Mosman,2088,30012,"$650,000",0,0,1,1,1,0K,
IR-7588-EE,06 Sep 2013,Apartment,Apartment / Unit / Flat,Sold,"103/18-20 Knocklayde St (Block G), Ashfield NSW 2131",NSW,inner_west,Ashfield,2131,1212,"$545,000",0,0,2,2,1,0K,
,07 Nov 2013,,,,,,,,,,,,,,,,,
FB-7809-CM,03 Dec 2016,Apartment,Apartment / Unit / Flat,Sold,"38/300C Burns Bay Road, Lane Cove NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,"$890,000",0,0,2,1,1,0K,
YJ-6371-SI,14 Nov 2014,Apartment,Apartment / Unit / Flat,Sold,"10/17A-19 Searl Road, CRONULLA NSW 2230",NSW,sutherland,Cronulla,2230,12262,"$597,500",114,0,2,1,1,0K,"Built-In Wardrobes, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony"
AQ-4087-LL,28 Feb 2015,Apartment,Apartment / Unit / Flat,Sold,"10/53-55 Kings Road, BRIGHTON-LE-SANDS NSW 2216",NSW,st_george,Brighton-Le-Sands,2216,6332,"$632,000",0,0,2,1,2,0K,"Close to Schools, Close to Shops, Close to Transport, Secure Parking, Separate Dining, Terrace-Balcony"
,14 Dec 2012,Apartment,Apartment / Unit / Flat,Sold,"32/12 Leicester Street, MARRICKVILLE NSW 2204",NSW,inner_west,Marrickville,2204,27552,"$699,000",0,0,2,2,1,0K,
AF-7681-EZ,31 Dec 9999,Apartment,Apartment / Unit / Flat,Buy,"11/14 Tilba Street, Berala NSW 2141",NSW,parramatta,Berala,2141,3472,SOLD - Frank La Malfa,108,0,2,2,1,0K,
HO-0628-UA,14 Jul 2012,Apartment,Apartment / Unit / Flat,Sold,"2/2 Hercules  Road, Brighton-Le-Sands NSW 2216",NSW,st_george,Brighton-Le-Sands,2216,6332,"$535,000",0,0,2,1,1,0K,
,22 Aug 2015,Apartment,Apartment / Unit / Flat,Sold,"504/5 Vermont Crescent, RIVERWOOD NSW 2210",NSW,st_george,Riverwood,2210,37282,"$530,000",0,0,1,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge, Security Alarm, Secure Parking, Separate Dining, Terrace-Balcony, Plus study"
PS-3446-SZ,21 May 2015,Apartment,Apartment / Unit / Flat,Sold,"10/8-12  Market Street, Rockdale NSW 2216",NSW,st_george,Rockdale,2216,37352,"$595,000",0,0,2,1,1,0K,
KC-9409-MI,02 Jun 2011,Apartment,Apartment / Unit / Flat,Sold,"4/30-34 Penkivil Street, BONDI NSW 2026",NSW,eastern_suburbs,Bondi,2026,5272,"$850,000",0,0,2,2,1,0K,
KG-0028-DZ,18 Sep 2013,Apartment,Apartment / Unit / Flat,Sold,"16/40 Rosalind Street, CAMMERAY NSW 2062",NSW,north_shore_lower,Cammeray,2062,8512,"$719,700",0,0,2,2,1,0K,
,23 Sep 2014,,,,,,,,,,,,,,,,,
VX-3853-QV,26 Nov 2016,Apartment,Apartment / Unit / Flat,Sold,"16/73 Mount Street, Coogee NSW 2034",NSW,eastern_suburbs,Coogee,2034,11282,"$895,000",0,0,1,1,1,0K,
A5300854,03 Oct 2013,Apartment,Apartment / Unit / Flat,Sold,"1/148 Victoria Street, Potts Point NSW 2011",NSW,eastern_suburbs,Potts Point,2011,35982,"$670,000",0,0,1,1,1,0K,
KC-0399-OM,20 Nov 2009,Apartment,Apartment / Unit / Flat,Sold,"4/68 Spit Road, MOSMAN NSW 2088",NSW,north_shore_lower,Mosman,2088,30012,"$535,000",0,0,2,1,1,0K,
,09 Nov 2015,House,House,Sold,"7/85 Jersey Street, Hornsby NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,"$730,000",0,0,2,1,2,0K,
KB-6868-GD,07 Mar 2017,Apartment,Apartment / Unit / Flat,Sold,"9/2-6 Illawarra Street, Allawah NSW 2218",NSW,st_george,Allawah,2218,532,"$685,000",0,0,2,1,2,0K,
,01 Jul 2015,Apartment,Apartment / Unit / Flat,Sold,"7/127-141 Forest Road, Hurstville NSW 2220",NSW,st_george,Hurstville,2220,21712,"$850,000",146 sqm,0,2,2,1,0K,"Ensuite,Intercom,Built in wardrobes,Internal Laundry,Gas,Secure Parking,Balcony / Deck,Air conditioning,Dishwasher,Terrace"
YR-1772-HL,27 Jul 2012,Apartment,Apartment / Unit / Flat,Sold,"7/16 Wetherill Street, NARRABEEN NSW 2101",NSW,northern_beaches,Narrabeen,2101,32002,"$535,000",0,0,2,1,1,0K,
RW-4577-QC,09 Sep 2014,Apartment,Apartment / Unit / Flat,Sold,"44/10 Pyrmont Bridge  Road, Camperdown NSW 2050",NSW,inner_west,Camperdown,2050,8552,"$670,000",0,Square sqm,1,1,1,0K,
,30 Oct 2014,,,,,,,,,,,,,,,,,
A5499676,16 Oct 2009,Apartment,Apartment / Unit / Flat,Sold,"18/32 Clarence Avenue, Dee Why NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$500,000",0,0,2,1,1,0K,Secure Parking
,22 Dec 2012,,,,,,,,,,,,,,,,,
WP-3382-ZV,11 Nov 2016,Apartment,Apartment / Unit / Flat,Sold,"301/70 Eton Street, Sutherland NSW 2232",NSW,sutherland,Sutherland,2232,41192,"$665,000",128,0,2,2,1,0K,
VA-1111-CT,12 Aug 2016,House,Townhouse,Sold,"20/321 Windsor Road, Baulkham Hills NSW 2153",NSW,hills,Baulkham Hills,2153,2642,"$640,000",0,0,2,1,2,0K,
IW-1727-ZZ,31 Jan 2011,Apartment,Apartment / Unit / Flat,Sold,"10/4 Taylors Drive, LANE COVE NSW 2066",NSW,north_shore_lower,Lane Cove,2066,24982,Price Withheld,0,0,2,2,2,0K,"Close to Schools, Close to Transport, Ensuite, Gym, Balcony, Built-In-Robes, Dining Room, Dishwasher, Gas, Granite Benches, In-Ground Pool"
DQ-7884-WJ,23 Apr 2012,Apartment,Apartment / Unit / Flat,Sold,"3/308 Alison Road, Coogee NSW 2034",NSW,eastern_suburbs,Coogee,2034,11282,"$595,000",0,0,2,1,1,0K,
,21 Oct 2009,,,,,,,,,,,,,,,,,
,25 May 2011,,,,,,,,,,,,,,,,,
A5476718,18 Jul 2015,Apartment,Apartment / Unit / Flat,Sold,"16/36 Russell Street, STRATHFIELD NSW 2135",NSW,inner_west,Strathfield,2135,40782,"$615,000",0,0,2,1,1,0K,"Close to Schools, Close to Shops, Close to Transport, Balcony, Combined Lounge/Dining Room"
AT-6770-PV,14 Jun 2012,Apartment,Apartment / Unit / Flat,Sold,"6/27 James Street, ENMORE NSW 2042",NSW,inner_west,Enmore,2042,15792,"$525,000",0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Polished Timber Floor, Terrace-Balcony"
DU-3761-YU,11 Jan 2017,Apartment,Apartment / Unit / Flat,Sold,"34/87-89 Flora Street, Sutherland NSW 2232",NSW,sutherland,Sutherland,2232,41192,"$515,000",104,0,2,1,1,0K,
A5413568,22 May 2014,Apartment,Apartment / Unit / Flat,Sold,"12/44-46 Crawford Road, BRIGHTON-LE-SANDS NSW 2216",NSW,st_george,Brighton-Le-Sands,2216,6332,"$553,000",0,0,2,1,1,0K,"Close to Schools, Close to Shops, Close to Transport"
OL-8533-RU,12 Mar 2010,Apartment,Apartment / Unit / Flat,Sold,"36/170 Spit Road, MOSMAN NSW 2088",NSW,north_shore_lower,Mosman,2088,30012,"$682,500",92.9,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Air Conditioning/Heating, Secure Parking, Terrace-Balcony"
,08 Aug 2014,Apartment,Apartment / Unit / Flat,Sold,"Ground Floor/167 Willoughby Road Naremburn, CROWS NEST NSW 2065",NSW,north_shore_lower,Crows Nest,2065,12412,"$635,000",0,0,2,2,1,0K,
XH-0354-WQ,14 Feb 2014,Apartment,Apartment / Unit / Flat,Sold,"33/24-32 Edensor Street, EPPING NSW 2121",NSW,northern_suburbs,Epping,2121,15852,"$555,000",0,0,2,1,1,0K,
,04 Mar 2016,Apartment,Apartment / Unit / Flat,Sold,"331/298 Sussex St, Sydney NSW 2000",NSW,sydney_city,Sydney,2000,41352,"$706,000",0,0,1,1,1,0K,
,08 Aug 2016,Apartment,Apartment / Unit / Flat,Sold,"10/168-172 Hampden Road, Abbotsford NSW 2046",NSW,inner_west,Abbotsford,2046,32,"$760,000",0,0,2,1,2,0K,
OA-1135-NU,25 Nov 2010,Apartment,Apartment / Unit / Flat,Sold,"15c/50 Whaling Road, North Sydney NSW 2060",NSW,north_shore_lower,North Sydney,2060,33412,"$860,000",91.2,0,2,1,1,0K,"Balcony / Patio / Terrace,Built in Wardrobes,Close to Schools,Close to Shops,Close to Transport,Concierge / Manager,Intercom,Internal Laundry,Lift,Modern Bathroom,Modern Kitchen,Polished TimberFloor,Quiet Location,Renovated,Swimming Pool,Views"
NS-0311-UY,06 Jul 2009,House,Semi-Detached,Sold,"29 Heydon Street, Enfield NSW 2136",NSW,inner_west,Enfield,2136,15752,"$520,000",0,0,2,1,2,0K,
VR-7063-PG,29 Jan 2010,Apartment,Apartment / Unit / Flat,Sold,"14/84 Shirley Road, WOLLSTONECRAFT NSW 2065",NSW,north_shore_lower,Wollstonecraft,2065,48722,"$604,000",0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Terrace-Balcony"
A6348563,19 May 2015,Apartment,Apartment / Unit / Flat,Sold,"304/9 William Street, NORTH SYDNEY NSW 2060",NSW,north_shore_lower,North Sydney,2060,33412,Price Withheld,0,0,2,1,1,0K,
KC-0351-JG,23 Apr 2013,Apartment,Apartment / Unit / Flat,Sold,"46 / 10 KISSING POINT ROAD, TURRAMURRA NSW 2074",NSW,north_shore_upper,Turramurra,2074,44222,Price Withheld,0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge, Garden, Secure Parking, Separate Dining, Terrace-Balcony, Separate storeroom"
XQ-2226-GK,15 Apr 2011,House,Townhouse,Sold,"17/110 Crimea Road, Marsfield NSW 2122",NSW,northern_suburbs,Marsfield,2122,27602,"$510,000",0,0,2,1,1,0K,
LV-6625-ZW,22 May 2013,Apartment,Apartment / Unit / Flat,Sold,"7/19 Johnson Street, CHATSWOOD NSW 2067",NSW,north_shore_lower,Chatswood,2067,9782,"$655,000",0,0,2,1,2,0K,
DR-3609-JH,08 May 2015,Apartment,Apartment / Unit / Flat,Sold,"6/29 Leichhardt Street, GLEBE NSW 2037",NSW,inner_west,Glebe,2037,18112,"$850,000",86,101 sqm,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony"
UK-8456-SU,02 Jul 2015,Apartment,Apartment / Unit / Flat,Sold,"1/30 Bona Vista Avenue, MAROUBRA NSW 2035",NSW,eastern_suburbs,Maroubra,2035,27512,"$870,000",0,0,2,1,1,0K,
,06 Mar 2010,Apartment,Apartment / Unit / Flat,Sold,"14/118 Lawrence Street, ALEXANDRIA NSW 2015",NSW,eastern_suburbs,Alexandria,2015,452,"$590,000",0,0,2,2,2,0K,Secure Parking
XC-7844-UN,25 Jun 2016,Apartment,Apartment / Unit / Flat,Sold,"22/94-100 Flora Street, Sutherland NSW 2232",NSW,sutherland,Sutherland,2232,41192,"$520,000",90,0,2,1,1,0K,
XN-5906-HS,16 Feb 2017,Apartment,Apartment / Unit / Flat,Sold,"35/58 Belmont St, Sutherland NSW 2232",NSW,sutherland,Sutherland,2232,41192,"$546,000",0,0,1,1,1,0K,"Air conditioning,Floorboards,Intercom,Built in wardrobes,Internal Laundry,Bath,Balcony / Deck"
OF-6502-QG,14 May 2014,Apartment,Apartment / Unit / Flat,Sold,"4/31-33 Girrilang  Road, CRONULLA NSW 2230",NSW,sutherland,Cronulla,2230,12262,"$607,500",0,0,2,1,1,0K,
CQ-7775-NC,27 Sep 2016,Apartment,Apartment / Unit / Flat,Sold,"229/18-26 Church Avenue, Mascot NSW 2020",NSW,eastern_suburbs,Mascot,2020,27742,"$894,000",0,0,2,2,2,0K,"Air Conditioning, Ensuite, Swimming Pool"
CJ-5893-PC,19 Aug 2009,Apartment,Apartment / Unit / Flat,Sold,"10/81-85 Avoca Street, Randwick NSW 2031",NSW,eastern_suburbs,Randwick,2031,36632,"$546,000",0,0,2,1,1,0K,
,25 Sep 2012,Apartment,Apartment / Unit / Flat,Sold,"6/12-14 Rutland Street, ALLAWAH NSW 2218",NSW,st_george,Allawah,2218,532,Price Withheld,0,0,2,2,1,0K,
OF-9456-LL,31 Jan 2011,Apartment,Apartment / Unit / Flat,Sold,"3B/8 Bligh Place, RANDWICK NSW 2031",NSW,eastern_suburbs,Randwick,2031,36632,"$525,000",0,0,2,1,1,0K,
,08 Dec 2016,Apartment,Apartment / Unit / Flat,Sold,"22/8 Brunswick Parade, Ashfield NSW 2131",NSW,inner_west,Ashfield,2131,1212,"$645,000",75.00,0,2,1,1,0K,"Built-In Wardrobes,Close to Schools,Close to Shops,Close to Transport,Polished Timber Floor,Separate Dining,Terrace-Balcony"
NV-0329-GY,25 Feb 2017,Apartment,Apartment / Unit / Flat,Sold,"4/33 Dee Why  Parade, Dee Why NSW 2099",NSW,northern_beaches,Dee Why,2099,13452,"$780,000",0,0,2,1,1,0K,"Close to Schools, Close to Shops, Close to Transport"
UK-1754-UD,04 Sep 2012,Apartment,Apartment / Unit / Flat,Sold,"105/244 Alison Road, Randwick NSW 2031",NSW,eastern_suburbs,Randwick,2031,36632,"$535,000",0,0,2,1,1,0K,
PJ-7463-MN,18 Feb 2017,Apartment,Apartment / Unit / Flat,Sold,"217/49 Shelley Street, Sydney NSW 2000",NSW,sydney_city,Sydney,2000,41352,"$820,000",0,55 sqm,1,1,1,0K,
OT-7159-OP,09 Nov 2013,House,Townhouse,Sold,"2/144 Stoney Creek Road, BEXLEY NSW 2207",NSW,st_george,Bexley,2207,3872,"$567,000",152,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Transport, Formal Lounge, Garden, Secure Parking, Separate Dining, Only in a complex of 3"
VM-6715-TQ,08 Mar 2016,Apartment,Apartment / Unit / Flat,Sold,"129/107-115 Pacific Highway, Hornsby NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,"$635,000",0,0,2,2,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Secure Parking"
DA-3017-PY,12 Oct 2016,Apartment,Apartment / Unit / Flat,Sold,"7/19 Cambridge Street, Penshurst NSW 2222",NSW,st_george,Penshurst,2222,35362,"$551,000",0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge, Polished Timber Floor, Secure Parking, Separate Dining, Terrace-Balcony"
YD-0459-IQ,10 Oct 2016,Apartment,Apartment / Unit / Flat,Sold,"4110/57 Queen Street, Auburn NSW 2144",NSW,parramatta,Auburn,2144,1302,"$508,000",0,0,2,2,1,0K,
QN-1369-MI,26 Mar 2016,Apartment,Apartment / Unit / Flat,Sold,"13/5 Benalla Avenue, Ashfield NSW 2131",NSW,inner_west,Ashfield,2131,1212,"$635,000",0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Polished Timber Floor, Pool, Secure Parking, Terrace-Balcony"
RE-4311-ZH,28 Oct 2016,Apartment,Apartment / Unit / Flat,Sold,"6/53 Spit Road, Mosman NSW 2088",NSW,north_shore_lower,Mosman,2088,30012,"$875,000",0,0,2,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Pets Allowed, Water Views, Ocean Views"
,31 Aug 2016,Apartment,Apartment / Unit / Flat,Sold,"511/52 Arncliff Street, Wolli Creek NSW 2205",NSW,st_george,Wolli Creek,2205,48612,"$550,000",0,0,1,1,1,0K,
GL-1090-AA,06 Jul 2015,Apartment,Apartment / Unit / Flat,Sold,"1/14-18 College Crescent, Hornsby NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,"$657,000",0,0,2,2,2,0K,
RM-2738-KP,26 Jun 2010,House,Semi-Detached,Sold,"8 Brook Street, CROWS NEST NSW 2065",NSW,north_shore_lower,Crows Nest,2065,12412,"$900,000",0,0,2,1,4,0K,
,05 Sep 2012,,,,,,,,,,,,,,,,,
A43737772,18 Oct 2013,Apartment,Apartment / Unit / Flat,Sold,"6A/12 Bligh Place, RANDWICK NSW 2031",NSW,eastern_suburbs,Randwick,2031,36632,Price Withheld,0,0,2,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony"
GW-9704-PQ,27 Jan 2010,Apartment,Apartment / Unit / Flat,Sold,"16/76A Balmain Road, LEICHHARDT NSW 2040",NSW,inner_west,Leichhardt,2040,25302,"$500,000",0,0,1,1,1,0K,
WA-9974-UO,06 Dec 2014,Apartment,Apartment / Unit / Flat,Sold,"5A/8 Sutherland Street, CREMORNE NSW 2090",NSW,north_shore_lower,Cremorne,2090,12182,"$840,000",0,0,2,2,1,0K,
SK-2498-VL,20 Apr 2016,Apartment,Apartment / Unit / Flat,Sold,"6/2-4 Moani Avenue, Gymea NSW 2227",NSW,sutherland,Gymea,2227,20002,"$565,000",0,0,2,1,1,0K,"Modern Kitchen, North Facing Balcony, Boutique Complex Of Nine, Approx. 400m to Shops, Single Lock Up Garage, Additional Storage"
NE-4069-WR,29 Apr 2016,House,Townhouse,Sold,"3/11-15 Haldane Street, Asquith NSW 2077",NSW,north_shore_upper,Asquith,2077,1272,"$763,000",0,0,2,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Security Alarm, Secure Parking, Terrace-Balcony"
,09 Jun 2010,Apartment,Apartment / Unit / Flat,Sold,"301/15 Peninsula Drive, BREAKFAST POINT NSW 2137",NSW,inner_west,Breakfast Point,2137,6182,"$660,000",0,0,2,2,1,0K,"Air Conditioning, Swimming Pool, Secure Parking"
,23 Apr 2016,,,,,,,,,,,,,,,,,
QA-8402-XH,13 Dec 2014,Apartment,Apartment / Unit / Flat,Sold,"12/2-6 Liberty Street, ENMORE NSW 2042",NSW,inner_west,Enmore,2042,15792,"$604,500",0,0,2,1,1,0K,"Close to Schools,Close to Shops,Close to Transport,Formal Lounge,Secure Parking,Terrace-Balcony"
OH-8173-WH,17 Aug 2016,Apartment,Apartment / Unit / Flat,Sold,"6/77 The Boulevarde, Dulwich Hill NSW 2203",NSW,inner_west,Dulwich Hill,2203,14262,"$763,000",74,0,2,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Polished Timber Floor, Secure Parking, Separate Dining, Terrace-Balcony"
MT-8764-BH,11 Feb 2011,Apartment,Apartment / Unit / Flat,Sold,"4/2 Brand Street, Artarmon NSW 2064",NSW,north_shore_lower,Artarmon,2064,1112,"$515,000",0,0,2,1,1,0K,"Built-In Wardrobes, Dishwasher, Ideal for first home buyer, Ideal for investors, Ideal for couples, Sunroom"
PY-8479-IL,16 Mar 2014,Apartment,Apartment / Unit / Flat,Sold,"105/13 Mary Street, RHODES NSW 2138",NSW,inner_west,Rhodes,2138,37132,"$545,000",0,0,1,1,1,0K,
KN-8099-XI,30 Nov 2016,Apartment,Apartment / Unit / Flat,Sold,"3/10-14 Duke Street, Kensington NSW 2033",NSW,eastern_suburbs,Kensington,2033,23092,"$735,000",0,0,1,1,1,0K,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport"
NQ-7956-RI,24 May 2013,Apartment,Apartment / Unit / Flat,Sold,"22/112 Boyce Rd, Maroubra NSW 2035",NSW,eastern_suburbs,Maroubra,2035,27512,"$595,000",0,0,2,2,1,0K,
IJ-8785-FI,15 Dec 2015,Apartment,Apartment / Unit / Flat,Sold,"7/78 Amy St, Campsie NSW 2194",NSW,canterbury_bankstown,Campsie,2194,8562,"$530,000",0,102 sqm,2,1,1,0K,"Built in wardrobes,Bath,Floorboards"
NM-7654-FA,26 Feb 2016,Apartment,Apartment / Unit / Flat,Sold,"508/11a Lachlan Street, Waterloo NSW 2017",NSW,eastern_suburbs,Waterloo,2017,46622,"$725,000",0,0,2,1,1,0K,"Air Conditioning, Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Secure Parking, Terrace-Balcony"
NZ-4763-NV,12 Mar 2012,Apartment,Apartment / Unit / Flat,Sold,"19/171 Walker Street, NORTH SYDNEY NSW 2060",NSW,north_shore_lower,North Sydney,2060,33412,"$765,000",118 sqm,133 sqm,2,1,1,0K,"Air Conditioning/Heating,building caretaker,Built-In Wardrobes,Close to Schools,Close to Shops,Close to Transport,Pool,Sauna,Secure Parking,Separate Dining,Spa,Terrace-Balcony"
YU-9095-KF,17 Feb 2012,House,Villa,Sold,"3/1038 Forest Road, LUGARNO NSW 2210",NSW,st_george,Lugarno,2210,26592,"$530,000",0,0,2,1,2,0K,
,05 Feb 2016,Apartment,Apartment / Unit / Flat,Sold,"410/39 Orara Street, Waitara NSW 2077",NSW,north_shore_upper,Waitara,2077,45612,"$675,000",0,0,2,2,1,0K,Secure Parking
UP-6801-DM,05 Apr 2016,Apartment,Apartment / Unit / Flat,Sold,"6/7 Linda Street, Hornsby NSW 2077",NSW,north_shore_upper,Hornsby,2077,21362,"$680,000",0,0,2,1,2,0K,"Air Conditioning, Internal Laundry, Intercom, Balcony / Deck, Built in wardrobes, Dishwasher"
ET-7317-NP,24 Jul 2012,Apartment,Apartment / Unit / Flat,Sold,"121/121 Quay Street, Haymarket NSW 2000",NSW,sydney_city,Haymarket,2000,20682,"$635,000",0,0,2,2,1,0K,
,06 Sep 2016,Apartment,Apartment / Unit / Flat,Sold,"501/51 Loftus Crescent, Homebush NSW 2140",NSW,inner_west,Homebush,2140,21262,Price Withheld,0,0,2,2,3,0K,
